symbol,month,txdate,entry_date,mcap,value,value_od,value_10,pct_cap,pct_cap_od,n_tx,n_insiders,n_od,stake_inc,ceo_cfo,director_only,r3m,r6m,r12m,r3m_QQQ,r6m_QQQ,r12m_QQQ,r3m_IWM,r6m_IWM,r12m_IWM,r3m_SPY,r6m_SPY,r12m_SPY
ATOS,2016-03,2016-03-09,2016-03-10,13223763,11100.000000,0,11100.000000,0.083940,0.000000,2,2,0,0.003462,1,0,-0.030303,-0.557576,-0.696970,0.055997,0.126431,0.269259,0.114169,0.191648,0.303334,0.068299,0.106402,0.216727
AUBN,2016-03,2016-03-09,2016-03-10,97705260,1083.596000,1083.596000,0,0.001109,0.001109,1,1,1,0.008818,0,1,0.084267,0.084267,0.245867,0.055997,0.126431,0.269259,0.114169,0.191648,0.303334,0.068299,0.106402,0.216727
CROX,2016-03,2016-03-11,2016-03-15,707482160,192964.390500,192964.390500,0,0.027275,0.027275,2,2,2,0.143321,1,0,0.074611,-0.123316,-0.320207,0.016093,0.087247,0.252530,0.080805,0.144717,0.316441,0.034321,0.065591,0.207216
CBZ,2016-03,2016-03-15,2016-03-16,518814320,699.999712,699.999712,0,0.000135,0.000135,2,2,2,0.000132,1,0,0.032290,0.075342,0.384540,0.004213,0.082765,0.243178,0.073932,0.136859,0.308868,0.026950,0.059150,0.197982
ASRV,2016-03,2016-03-15,2016-03-18,58729240,3768.999838,3768.999838,0,0.006418,0.006418,2,2,2,0.022651,1,0,0.045872,0.133028,0.270642,-0.005612,0.097915,0.240128,0.043696,0.121285,0.276150,0.015704,0.054677,0.182333
BRTX,2016-03,2016-03-18,2016-03-22,16301200,1150000,150000,1000000,7.054695,0.920178,2,2,1,2.000000,0,1,-0.113253,-0.180723,0.024096,-0.003085,0.087688,0.221161,0.056829,0.127891,0.245840,0.024228,0.054052,0.168907
HGBL,2016-03,2016-03-28,2016-03-28,4389439.890000,40450.000000,40450.000000,0,0.921530,0.921530,5,4,5,0.333333,1,0,0.419355,2.032258,2.354839,-0.043199,0.101065,0.241511,0.012635,0.157571,0.284561,-0.012832,0.064971,0.181734
FLNT,2016-03,2016-03-28,2016-03-29,132945120,170555.000000,70955.000000,99600.000000,0.128290,0.053372,6,2,5,0.051370,0,0,-0.097804,0.003992,-0.091816,-0.037575,0.094433,0.227628,0.000620,0.131005,0.253952,-0.004200,0.061788,0.172017
FLNT,2016-02,2016-02-25,2016-03-29,132121080,187419.250000,187419.250000,0,0.141854,0.141854,5,2,5,0.300000,0,0,-0.097804,0.003992,-0.091816,-0.037575,0.094433,0.227628,0.000620,0.131005,0.253952,-0.004200,0.061788,0.172017
ARES,2016-03,2016-03-31,2016-04-04,1884686332,1080925.000000,0,1080925.000000,0.057353,0.000000,1,1,0,,0,1,-0.053862,0.227642,0.342480,-0.020358,0.083782,0.217481,0.031751,0.133002,0.251939,0.015734,0.056986,0.165294
ATOS,2016-04,2016-04-01,2016-04-04,12421728,495.000000,495.000000,0,0.003985,0.003985,1,1,1,0.159574,0,1,0.000000,-0.504762,-0.819048,-0.020358,0.083782,0.217481,0.031751,0.133002,0.251939,0.015734,0.056986,0.165294
ARL,2016-04,2016-04-05,2016-04-06,76949440,36182.650000,0,36182.650000,0.047021,0.000000,1,1,0,0.000694,0,0,0.296443,0.507905,0.577075,-0.018767,0.078958,0.205270,0.039516,0.134375,0.249509,0.020923,0.055336,0.164066
ARES,2016-04,2016-04-05,2016-04-07,1819823750,2163011.958200,0,2163011.958200,0.118858,0.000000,3,1,0,0.640000,0,1,0.017764,0.330199,0.380355,-0.001578,0.094012,0.222156,0.055998,0.148805,0.266149,0.032691,0.068912,0.177053
ED,2016-03,2016-03-31,2016-04-07,22917042000,47876.065600,47876.065600,0,0.000209,0.000209,12,10,12,0.015673,1,0,0.062665,-0.030862,0.052691,-0.001578,0.094012,0.222156,0.055998,0.148805,0.266149,0.032691,0.068912,0.177053
CBZ,2016-04,2016-04-15,2016-04-18,531756820,823.528528,823.528528,0,0.000155,0.000155,2,2,2,0.000157,1,0,0.051808,0.085044,0.383187,0.014512,0.055728,0.192337,0.064072,0.070408,0.212633,0.039589,0.025434,0.140762
AUBN,2016-04,2016-04-20,2016-04-20,97695640,6082.724900,6082.724900,0,0.006226,0.006226,13,7,13,0.013123,0,0,0.064034,0.046425,0.280683,0.028010,0.070609,0.210562,0.063221,0.078575,0.229503,0.038585,0.030329,0.143218
ASRV,2016-04,2016-04-15,2016-04-22,56691000,688.649984,688.649984,0,0.001215,0.001215,1,1,1,0.001824,0,1,0.045249,0.095023,0.339367,0.045621,0.089760,0.243606,0.060921,0.069709,0.236093,0.044949,0.034502,0.158338
ED,2016-04,2016-04-30,2016-05-05,22312860000,18146.469900,18146.469900,0,0.000081,0.000081,9,8,9,0.009255,1,0,0.052014,-0.005107,0.085114,0.104314,0.091608,0.323086,0.099432,0.051576,0.279897,0.061255,0.029016,0.193552
ARL,2016-05,2016-05-05,2016-05-06,74468751,36335.600000,0,36335.600000,0.048793,0.000000,1,1,0,0.000696,0,0,0.333333,0.285996,0.445759,0.109061,0.081949,0.318928,0.108816,0.052199,0.267057,0.066082,0.024207,0.189009
AUBN,2016-05,2016-05-06,2016-05-06,100574400,1414.740000,1414.740000,0,0.001407,0.001407,1,1,1,0.011073,0,1,0.038362,0.010886,0.268533,0.109061,0.081949,0.318928,0.108816,0.052199,0.267057,0.066082,0.024207,0.189009
MERC,2016-04,2016-04-22,2016-05-09,630770841,74211.475000,74211.475000,0,0.011765,0.011765,1,1,1,0.000468,0,1,-0.065495,-0.035144,0.309904,0.104685,0.104584,0.319748,0.105020,0.074795,0.262910,0.064535,0.045908,0.186898
HASI,2016-05,2016-05-09,2016-05-10,769835330,408.000000,408.000000,0,0.000053,0.000053,1,1,1,0.026667,1,0,0.160423,0.035831,0.120521,0.092240,0.096752,0.302587,0.095253,0.066951,0.258065,0.052080,0.037702,0.174469
PR,2016-05,2016-05-11,2016-05-13,625000000,102900.000000,102900.000000,0,0.016464,0.016464,1,1,1,,1,0,0.222603,0.434932,0.647260,0.113831,0.103223,0.331293,0.120570,0.171188,0.283235,0.072441,0.067831,0.197787
CBZ,2016-05,2016-05-16,2016-05-16,531756820,823.528904,823.528904,0,0.000155,0.000155,2,2,2,0.000133,1,0,0.115460,0.159491,0.521526,0.104765,0.078574,0.320338,0.117520,0.172739,0.267679,0.065057,0.058209,0.185014
FARM,2016-05,2016-05-13,2016-05-17,478821587,58160.000000,58160.000000,0,0.012146,0.012146,2,2,2,0.200000,0,1,0.112718,0.203189,0.175380,0.112630,0.107529,0.303203,0.126304,0.195453,0.253442,0.069470,0.076498,0.174885
HRI,2016-05,2016-05-16,2016-05-17,653730000,1323702.100000,1323702.100000,0,0.202485,0.202485,4,3,4,0.606061,1,0,0.269085,0.532265,0.456769,0.112630,0.107529,0.303203,0.126304,0.195453,0.253442,0.069470,0.076498,0.174885
CAR,2016-05,2016-05-17,2016-05-18,2437644000,49894.000000,49894.000000,0,0.002047,0.002047,1,1,1,0.021247,0,0,0.392354,0.482495,-0.176258,0.110704,0.110095,0.309851,0.117244,0.189147,0.251401,0.071178,0.074172,0.179269
BRTX,2016-05,2016-05-18,2016-05-19,16576000,50000,50000,0,0.301641,0.301641,1,1,1,0.333333,0,1,-0.187500,-0.200000,-0.075000,0.116697,0.123953,0.322297,0.134505,0.205732,0.267545,0.077319,0.083444,0.191101
GLPI,2016-05,2016-05-17,2016-05-19,6129713800,13436.000000,13436.000000,0,0.000219,0.000219,1,1,1,,0,1,0.090106,-0.041225,0.191991,0.116697,0.123953,0.322297,0.134505,0.205732,0.267545,0.077319,0.083444,0.191101
HGBL,2016-05,2016-05-19,2016-05-20,4404945,57350.000000,57350.000000,0,1.301946,1.301946,6,4,6,0.176471,1,0,0.736842,1.105263,1.210526,0.104306,0.107540,0.318880,0.115832,0.192161,0.255118,0.069025,0.074251,0.189618
ASRV,2016-05,2016-05-16,2016-05-23,57446880,688.699760,688.699760,0,0.001199,0.001199,1,1,1,0.001773,0,1,0.017316,0.116883,0.303030,0.106568,0.120534,0.321931,0.119670,0.199073,0.260659,0.070443,0.083841,0.193905
FLNT,2016-05,2016-05-24,2016-05-25,245228400,12841310.500000,2223783.500000,10617527.000000,5.236470,0.906821,6,4,3,0.439705,0,0,-0.054902,-0.323529,0.009804,0.072006,0.089539,0.303586,0.089286,0.186096,0.229635,0.046349,0.065407,0.179025
ARES,2016-05,2016-05-24,2016-05-26,1704784455,9379647.021000,0,9379647.021000,0.550195,0.000000,4,1,0,0.414203,0,1,0.280874,0.295082,0.406557,0.067184,0.089972,0.302131,0.092699,0.191222,0.230692,0.045321,0.069053,0.178467
AAP,2016-05,2016-05-31,2016-05-31,11318931840,85179970.000000,85179970.000000,0,0.752544,0.752544,8,1,8,0.191068,0,1,0.018741,0.104682,-0.129993,0.059099,0.083480,0.293544,0.083540,0.159548,0.203548,0.044314,0.063604,0.174334
BKE,2016-05,2016-05-24,2016-05-31,1127628080,4706.000000,4706.000000,0,0.000417,0.000417,1,1,1,0.005290,0,1,0.071507,0.051705,-0.264026,0.059099,0.083480,0.293544,0.083540,0.159548,0.203548,0.044314,0.063604,0.174334
GLBZ,2016-06,2016-06-01,2016-06-01,29042671,1509.120000,1509.120000,0,0.005196,0.005196,1,1,1,0.007689,0,1,0.012146,0.052632,0.105263,0.057923,0.070210,0.298391,0.070283,0.146176,0.218525,0.039172,0.058870,0.181211
GLBZ,2016-05,2016-05-27,2016-06-01,29681276,10314.280000,10314.280000,0,0.034750,0.034750,4,1,4,0.044678,0,1,0.012146,0.052632,0.105263,0.057923,0.070210,0.298391,0.070283,0.146176,0.218525,0.039172,0.058870,0.181211
ARES,2016-06,2016-06-03,2016-06-03,1737827657,3986269.000900,0,3986269.000900,0.229382,0.000000,2,1,0,0.098919,0,1,0.297009,0.217949,0.338675,0.066973,0.056609,0.316386,0.079599,0.138070,0.216785,0.043827,0.055443,0.184231
ARL,2016-06,2016-06-03,2016-06-03,82844760,36481.900000,0,36481.900000,0.044036,0.000000,1,1,0,0.000698,0,0,0.054307,0.104869,0.685393,0.066973,0.056609,0.316386,0.079599,0.138070,0.216785,0.043827,0.055443,0.184231
ED,2016-05,2016-05-31,2016-06-06,21912066000,18080.915100,18080.915100,0,0.000083,0.000083,9,8,9,0.009259,1,0,0.025297,-0.053804,0.124976,0.069752,0.060984,0.306478,0.069026,0.145246,0.202605,0.041709,0.056449,0.174484
HRI,2016-06,2016-06-02,2016-06-06,873621000,3029146.760000,550043.000000,2479103.760000,0.346735,0.062961,3,3,2,1.639344,0,0,0.077759,0.296095,0.153141,0.069752,0.060984,0.306478,0.069026,0.145246,0.202605,0.041709,0.056449,0.174484
AAP,2016-06,2016-06-09,2016-06-10,11535245280,77865821.136000,77865821.136000,0,0.675025,0.675025,7,2,7,0.229421,1,0,0.000000,0.148401,-0.142846,0.051758,0.102529,0.290992,0.050368,0.201473,0.236721,0.020559,0.089316,0.182339
CAAS,2016-06,2016-06-02,2016-06-16,133797877,12600.000000,12600.000000,0,0.009417,0.009417,1,1,1,,0,1,0.093333,0.730000,0.340000,0.091733,0.120120,0.295219,0.071336,0.198488,0.242662,0.038509,0.099672,0.194303
CBZ,2016-06,2016-06-15,2016-06-16,548927050,823.528440,823.528440,0,0.000150,0.000150,2,2,2,0.000131,1,0,0.048250,0.286660,0.433302,0.091733,0.120120,0.295219,0.071336,0.198488,0.242662,0.038509,0.099672,0.194303
ASRV,2016-06,2016-06-15,2016-06-21,59714520,689.049692,689.049692,0,0.001154,0.001154,1,1,1,0.001704,0,1,0.068966,0.189655,0.331897,0.091054,0.127496,0.322684,0.067241,0.208754,0.230343,0.029119,0.098113,0.189299
FLNT,2016-06,2016-06-28,2016-06-29,217339680,225860.000000,59860.000000,166000.000000,0.103920,0.027542,9,4,4,0.001931,0,0,0.118280,-0.225806,0.053763,0.119334,0.133771,0.307622,0.113680,0.213024,0.269460,0.053567,0.097705,0.191547
ED,2016-06,2016-06-30,2016-07-06,24493980000,42779.298500,42779.298500,0,0.000175,0.000175,11,10,11,0.014782,1,0,-0.103352,-0.081466,0.003821,0.099594,0.115747,0.271331,0.091253,0.218032,0.238830,0.033708,0.092558,0.170670
ARL,2016-07,2016-07-05,2016-07-08,101963680,36634.850000,0,36634.850000,0.035929,0.000000,1,1,0,0.000701,0,0,0.174046,-0.158779,0.277863,0.076773,0.111414,0.270020,0.054639,0.169837,0.214674,0.016341,0.080159,0.162913
CBZ,2016-07,2016-07-15,2016-07-18,571757280,823.528734,823.528734,0,0.000144,0.000144,2,2,2,0.000127,1,0,0.031599,0.222119,0.426580,0.040626,0.096986,0.284951,0.005955,0.128651,0.198412,-0.013616,0.056960,0.158240
ARDX,2016-07,2016-07-18,2016-07-20,111888463,160000035.300000,0,160000035.300000,142.999583,0.000000,24,11,0,0.401527,0,0,0.346774,0.423387,-0.443548,0.041438,0.090445,0.283917,0.014441,0.130722,0.209344,-0.007949,0.055970,0.161367
ASRV,2016-07,2016-07-15,2016-07-22,57263970,688.649984,688.649984,0,0.001203,0.001203,1,1,1,0.001768,0,1,0.047619,0.294372,0.285714,0.042214,0.090377,0.286996,0.008284,0.124259,0.202297,-0.009997,0.055174,0.159254
AUBN,2016-07,2016-07-26,2016-07-27,104437040,6095.948500,6095.948500,0,0.005837,0.005837,13,7,13,0.012853,0,0,-0.018509,0.145573,0.348674,0.035688,0.100599,0.269296,-0.008888,0.140438,0.191617,-0.007862,0.071893,0.164877
ED,2016-07,2016-07-31,2016-08-04,24384360000,18087.387200,18087.387200,0,0.000074,0.000074,9,8,9,0.008285,1,0,-0.054297,-0.037576,0.070119,-0.011506,0.089357,0.254709,-0.043527,0.125881,0.179374,-0.030379,0.064066,0.166486
ARL,2016-08,2016-08-05,2016-08-08,104752960,36787.800000,0,36787.800000,0.035119,0.000000,1,1,0,0.000703,0,0,-0.016320,0.023739,0.252226,-0.000092,0.084552,0.249793,-0.027353,0.118869,0.161428,-0.017498,0.061430,0.156994
ATNI,2016-08,2016-08-10,2016-08-10,1058985840,121965.440000,121965.440000,0,0.011517,0.011517,3,2,3,0.029824,0,0,0.038053,0.172880,-0.069152,0.011320,0.090558,0.221793,0.011382,0.118854,0.137513,-0.000755,0.064836,0.142780
HRI,2016-08,2016-08-12,2016-08-16,923429000,49410.000000,49410.000000,0,0.005351,0.005351,1,1,1,,0,1,0.207378,0.512795,0.151878,-0.004585,0.104071,0.245370,0.061395,0.141495,0.138717,0.006571,0.083971,0.155984
CBZ,2016-08,2016-08-15,2016-08-17,600187200,588.234390,588.234390,0,0.000098,0.000098,1,1,1,0.000097,1,0,0.074271,0.175950,0.304156,-0.000549,0.108548,0.217646,0.064357,0.151653,0.121192,0.002796,0.087576,0.135853
ASRV,2016-08,2016-08-15,2016-08-19,59531850,689.099756,689.099756,0,0.001158,0.001158,1,1,1,0.001694,0,1,0.115385,0.264957,0.243590,0.002929,0.112942,0.215175,0.068406,0.139301,0.112197,0.004888,0.087505,0.134024
CHTR,2016-08,2016-08-18,2016-08-19,69126016833,255000,255000,0,0.000369,0.000369,1,1,1,1.003009,0,1,0.039861,0.292602,0.569291,0.002929,0.112942,0.215175,0.068406,0.139301,0.112197,0.004888,0.087505,0.134024
FLNT,2016-08,2016-08-19,2016-08-22,240090480,27246.000000,27246.000000,0,0.011348,0.011348,1,1,1,0.002742,0,0,-0.311741,-0.261134,-0.078947,0.012621,0.117615,0.232852,0.070916,0.145603,0.121597,0.012517,0.094064,0.145958
CROX,2016-08,2016-08-24,2016-08-26,643063750,66371.250000,66371.250000,0,0.010321,0.010321,1,1,1,0.021950,1,0,-0.023256,-0.225581,0.046512,0.019851,0.121496,0.231964,0.092374,0.134371,0.132713,0.024637,0.101464,0.148414
ACRE,2016-08,2016-08-25,2016-08-29,355359575,25039.600000,25039.600000,0,0.007046,0.007046,1,1,1,0.201288,0,1,0.104878,0.126829,0.139024,0.016061,0.121329,0.235132,0.072659,0.139546,0.127176,0.014839,0.097796,0.144140
ARES,2016-08,2016-08-29,2016-08-29,2127480760,149999991.150000,0,149999991.150000,7.050592,0.000000,1,1,0,4.845621,0,1,-0.023709,0.252329,0.091448,0.016061,0.121329,0.235132,0.072659,0.139546,0.127176,0.014839,0.097796,0.144140
AAP,2016-08,2016-08-30,2016-08-31,11536129080,1611852.560000,1611852.560000,0,0.013972,0.013972,6,6,6,0.640324,1,0,0.078865,-0.003648,-0.376888,0.011614,0.134943,0.268504,0.070910,0.146786,0.149821,0.018956,0.115137,0.161635
AAP,2016-09,2016-09-02,2016-09-06,11676777660,11113610.500000,11113610.500000,0,0.095177,0.095177,12,1,12,0.027443,0,1,0.082742,-0.050118,-0.401950,-0.005828,0.113378,0.244149,0.082848,0.105220,0.134776,0.017366,0.093906,0.150185
ARL,2016-09,2016-09-06,2016-09-06,87707360,36940.750000,0,36940.750000,0.042118,0.000000,1,1,0,0.000706,0,0,0.056537,0.236749,0.416961,-0.005828,0.113378,0.244149,0.082848,0.105220,0.134776,0.017366,0.093906,0.150185
ED,2016-08,2016-08-31,2016-09-07,22913625000,18137.235000,18137.235000,0,0.000079,0.000079,9,8,9,0.008538,1,0,-0.064856,0.002956,0.134885,0.006189,0.114772,0.246382,0.086579,0.091098,0.124898,0.030714,0.091981,0.150086
HEI,2016-09,2016-09-07,2016-09-09,4627859585,2121651.787400,1888203.277000,233448.510400,0.045845,0.040801,18,11,16,2.083000,1,0,0.207260,0.286593,0.583724,0.048272,0.155898,0.289538,0.143859,0.128996,0.176575,0.067371,0.126651,0.192206
ACRE,2016-09,2016-09-14,2016-09-15,346262369,123499.346700,123499.346700,0,0.035666,0.035666,2,1,2,0.119749,1,0,0.075980,0.100490,0.127451,0.026001,0.130554,0.254356,0.118685,0.137723,0.183321,0.058894,0.119915,0.186934
GME,2016-09,2016-09-15,2016-09-16,2824801620,269090.000000,269090.000000,0,0.009526,0.009526,1,1,1,0.090153,0,0,-0.047882,-0.062615,-0.204420,0.022729,0.128435,0.253400,0.118304,0.143973,0.193173,0.060930,0.122297,0.194066
INFU,2016-09,2016-09-14,2016-09-16,64241896,176434.524300,176434.524300,0,0.274641,0.274641,8,1,8,0.041404,0,1,-0.136029,-0.172794,-0.209559,0.022729,0.128435,0.253400,0.118304,0.143973,0.193173,0.060930,0.122297,0.194066
ASRV,2016-09,2016-09-15,2016-09-22,62366700,689.599976,689.599976,0,0.001106,0.001106,1,1,1,0.001605,0,1,0.145228,0.165975,0.240664,0.011597,0.100144,0.223930,0.083852,0.082680,0.164097,0.043831,0.088577,0.171722
BRTX,2016-09,2016-09-26,2016-09-28,14195200,240000,0,240000,1.690712,0.000000,1,1,0,0.213333,0,1,-0.030303,0.287879,-0.030303,0.012898,0.119780,0.228827,0.089203,0.100263,0.201976,0.041894,0.098399,0.179005
ED,2016-09,2016-09-30,2016-10-06,22951440000,44599.607200,44599.607200,0,0.000194,0.000194,12,11,12,0.014925,1,0,0.028932,0.093398,0.147961,0.021010,0.117674,0.256177,0.104427,0.102602,0.228480,0.055375,0.102252,0.202663
ARL,2016-10,2016-10-05,2016-10-07,118371820,37093.700000,0,37093.700000,0.031337,0.000000,1,1,0,0.000708,0,0,-0.283485,0.037711,0.144343,0.032171,0.119555,0.257455,0.109230,0.111070,0.233367,0.062792,0.104997,0.204834
AXGN,2016-10,2016-10-07,2016-10-14,297997200,244995.000000,244995.000000,0,0.082214,0.082214,5,5,5,0.043076,1,0,0.198394,0.341743,1.230505,0.054565,0.128142,0.283521,0.136086,0.131206,0.256312,0.071632,0.111915,0.222076
AUBN,2016-10,2016-10-17,2016-10-17,100902360,6151.958100,6151.958100,0,0.006097,0.006097,13,7,13,0.013854,0,0,0.139369,0.198372,0.310783,0.054161,0.131140,0.288581,0.121970,0.132588,0.254182,0.071550,0.115767,0.227190
ASRV,2016-10,2016-10-17,2016-10-24,62379900,689.549953,689.549953,0,0.001105,0.001105,1,1,1,0.001608,0,1,0.154472,0.203252,0.260163,0.034653,0.127686,0.250179,0.103349,0.148251,0.241210,0.058539,0.114958,0.218013
FLNT,2016-10,2016-10-25,2016-10-26,176276400,103653.000000,0,103653.000000,0.058801,0.000000,2,1,0,0.001598,0,1,0.161765,0.588235,0.360294,0.062675,0.145609,0.253957,0.150666,0.185783,0.259605,0.080387,0.126783,0.220121
MERC,2016-10,2016-10-27,2016-10-31,506853617,1305387.640000,633337.440000,672050.200000,0.257547,0.124955,11,1,6,12.000000,0,0,0.515734,0.524476,0.938811,0.070102,0.178732,0.313627,0.137924,0.188478,0.276898,0.076881,0.134473,0.234324
NEE,2016-11,2016-11-02,2016-11-02,57997514552,122900.000000,122900.000000,0,0.000212,0.000212,1,1,1,0.284900,0,1,-0.000418,0.095278,0.247806,0.092210,0.195389,0.331288,0.174296,0.205106,0.304577,0.091608,0.148633,0.252938
AWRE,2016-11,2016-11-01,2016-11-03,113700750,1497855.975000,1497855.975000,0,1.317367,1.317367,1,1,1,8.190600,0,1,0.203883,-0.126214,-0.116505,0.102037,0.207641,0.357364,0.177118,0.209357,0.310104,0.097404,0.155365,0.262952
ED,2016-10,2016-10-31,2016-11-03,23027640000,18066.948900,18066.948900,0,0.000078,0.000078,9,8,9,0.008795,1,0,0.017681,0.077947,0.199430,0.102037,0.207641,0.357364,0.177118,0.209357,0.310104,0.097404,0.155365,0.262952
AUBN,2016-11,2016-11-04,2016-11-04,100064240,5500.000000,5500.000000,0,0.005496,0.005496,1,1,1,0.024740,0,1,0.185641,0.237949,0.310256,0.109185,0.216392,0.366839,0.187402,0.209277,0.303125,0.106133,0.161131,0.266256
ARL,2016-11,2016-11-04,2016-11-07,101151280,37253.300000,0,37253.300000,0.036829,0.000000,1,1,0,0.000711,0,0,0.040724,0.105581,0.490196,0.084652,0.190651,0.335756,0.150334,0.175500,0.256911,0.080333,0.135843,0.238095
CMS,2016-11,2016-11-09,2016-11-09,11214520000,121775.700000,121775.700000,0,0.001086,0.001086,1,1,1,0.138376,0,1,0.071902,0.137177,0.258449,0.078351,0.182273,0.319410,0.106263,0.143990,0.213541,0.065641,0.119946,0.217274
MAC,2016-11,2016-11-09,2016-11-14,9752106488,677784.000000,677784.000000,0,0.006950,0.006950,1,1,1,0.084265,0,0,-0.060061,-0.172704,-0.057490,0.120762,0.219016,0.350892,0.075267,0.080518,0.147733,0.081001,0.120854,0.213989
MERC,2016-11,2016-11-09,2016-11-14,538731203,469307.275800,0,469307.275800,0.087113,0.000000,5,1,0,0.010021,0,0,0.493569,0.348875,0.697749,0.120762,0.219016,0.350892,0.075267,0.080518,0.147733,0.081001,0.120854,0.213989
TRST,2016-11,2016-11-10,2016-11-14,717975000,67500.000000,67500.000000,0,0.009401,0.009401,1,1,1,9.000000,0,1,0.038712,-0.015557,0.141823,0.120762,0.219016,0.350892,0.075267,0.080518,0.147733,0.081001,0.120854,0.213989
CDXS,2016-11,2016-11-15,2016-11-15,194675116,48300.000000,48300.000000,0,0.024811,0.024811,1,1,1,0.032223,0,1,-0.093750,-0.041667,0.218750,0.109156,0.207351,0.326087,0.075467,0.077561,0.139592,0.076894,0.111141,0.198577
D,2016-11,2016-11-10,2016-11-15,44605647184,248416.700000,248416.700000,0,0.000557,0.000557,1,1,1,,0,1,0.035798,0.104609,0.198928,0.109156,0.207351,0.326087,0.075467,0.077561,0.139592,0.076894,0.111141,0.198577
EKSO,2016-11,2016-11-11,2016-11-15,80874888,7978.000000,7978.000000,0,0.009865,0.009865,2,2,2,1.666667,1,0,-0.004950,-0.564356,-0.564356,0.109156,0.207351,0.326087,0.075467,0.077561,0.139592,0.076894,0.111141,0.198577
GLPI,2016-11,2016-11-11,2016-11-15,6221148786,483200.000000,483200.000000,0,0.007767,0.007767,1,1,1,0.560911,0,1,0.070545,0.233292,0.293936,0.109156,0.207351,0.326087,0.075467,0.077561,0.139592,0.076894,0.111141,0.198577
HASI,2016-11,2016-11-17,2016-11-18,904908197,231100.000000,231100.000000,0,0.025539,0.025539,4,3,4,0.528541,1,0,-0.035200,0.086400,0.227200,0.109692,0.180872,0.324421,0.066356,0.045733,0.157304,0.082215,0.101834,0.206019
ASRV,2016-11,2016-11-15,2016-11-22,65215350,689.849914,689.849914,0,0.001058,0.001058,1,1,1,0.001565,0,1,0.090566,0.135849,0.188679,0.100306,0.176121,0.322528,0.060090,0.041876,0.151928,0.078422,0.099391,0.201430
GLBZ,2016-11,2016-11-23,2016-11-25,29650626,29500.400000,29500.400000,0,0.099493,0.099493,4,3,4,1.000000,1,0,0.161669,0.080834,0.096480,0.099667,0.194647,0.327836,0.038445,0.033134,0.138015,0.074980,0.102346,0.198524
AAME,2016-11,2016-11-23,2016-11-28,87620001,58800.000000,0,58800.000000,0.067108,0.000000,1,1,0,0.017266,0,1,0.000000,-0.045333,-0.088000,0.103604,0.198446,0.334387,0.062356,0.038439,0.171094,0.081744,0.106590,0.216359
FLNT,2016-11,2016-11-30,2016-12-01,171091800,1173621.310000,828497.900000,345123.410000,0.685960,0.484242,22,10,13,0.500000,1,0,0.123077,0.630769,0.276923,0.135930,0.234585,0.351414,0.063778,0.068352,0.184517,0.091552,0.119694,0.228801
ARL,2016-12,2016-12-05,2016-12-06,92308300,37406.250000,0,37406.250000,0.040523,0.000000,1,1,0,0.000713,0,0,0.170569,0.623746,0.964883,0.119905,0.228451,0.326463,0.020660,0.038885,0.131603,0.075233,0.108213,0.211369
ED,2016-11,2016-11-30,2016-12-06,21265896000,18149.390000,18149.390000,0,0.000085,0.000085,9,8,9,0.008807,1,0,0.108228,0.198753,0.300141,0.119905,0.228451,0.326463,0.020660,0.038885,0.131603,0.075233,0.108213,0.211369
NEE,2016-12,2016-12-05,2016-12-06,53927184456,91966.640000,91966.640000,0,0.000171,0.000171,1,1,1,0.126103,0,1,0.147453,0.255139,0.413315,0.119905,0.228451,0.326463,0.020660,0.038885,0.131603,0.075233,0.108213,0.211369
FLNT,2016-12,2016-12-14,2016-12-15,165907200,16940.000000,16940.000000,0,0.010211,0.010211,4,1,4,0.002572,0,0,0.132353,0.323529,0.132353,0.101903,0.164592,0.322515,0.017018,0.039432,0.133571,0.057627,0.085797,0.204964
HASI,2016-12,2016-12-15,2016-12-15,837040083,98160.000000,98160.000000,0,0.011727,0.011727,2,2,2,0.436529,1,0,0.030954,0.239037,0.326741,0.101903,0.164592,0.322515,0.017018,0.039432,0.133571,0.057627,0.085797,0.204964
INSM,2016-12,2016-12-15,2016-12-16,789163020,256100.000000,256100.000000,0,0.032452,0.032452,2,1,2,1.000000,0,0,0.218347,0.191054,1.228203,0.103356,0.160657,0.338629,0.022954,0.038756,0.150948,0.057843,0.088184,0.214964
FOX,2016-12,2016-12-16,2016-12-19,17192600000,83350000.000000,83350000.000000,0,0.484802,0.484802,6,1,6,1.000000,0,1,0.089228,-0.007235,0.243971,0.099911,0.175289,0.325244,0.011072,0.039577,0.134429,0.054371,0.094841,0.207703
INFU,2016-12,2016-12-19,2016-12-19,51001848,495023.250000,27937.400000,467085.850000,0.970599,0.054777,7,2,3,0.040402,1,0,-0.008889,-0.222222,0.044444,0.099911,0.175289,0.325244,0.011072,0.039577,0.134429,0.054371,0.094841,0.207703
ATEC,2016-12,2016-12-16,2016-12-20,34029300,74455.000000,74455.000000,0,0.218797,0.218797,2,2,2,0.297365,1,0,-0.265092,-0.524934,-0.328084,0.079076,0.161605,0.318782,-0.024988,0.020400,0.127069,0.036877,0.083295,0.202390
ASRV,2016-12,2016-12-15,2016-12-21,70886250,7690.749806,7690.749806,0,0.010849,0.010849,2,2,2,0.041960,1,0,-0.021429,0.103571,0.139286,0.087195,0.173948,0.319894,-0.018308,0.024575,0.139452,0.042228,0.086102,0.208312
