symbol,month,txdate,entry_date,mcap,value,value_od,value_10,pct_cap,pct_cap_od,n_tx,n_insiders,n_od,stake_inc,ceo_cfo,director_only,r3m,r6m,r12m,r3m_QQQ,r6m_QQQ,r12m_QQQ,r3m_IWM,r6m_IWM,r12m_IWM,r3m_SPY,r6m_SPY,r12m_SPY
AAME,2016-12,2016-12-30,2017-01-03,92113334,124978.560000,0,124978.560000,0.135679,0.000000,1,1,0,0.034661,0,1,-0.059896,-0.085938,-0.179688,0.110823,0.156099,0.351045,0.005482,0.052330,0.152089,0.050008,0.087797,0.224158
HGBL,2016-12,2016-12-30,2017-01-03,13362100,1474784.880000,39838.500000,1434946.380000,11.037074,0.298146,5,4,4,1.971785,1,0,-0.142857,-0.375000,-0.285714,0.110823,0.156099,0.351045,0.005482,0.052330,0.152089,0.050008,0.087797,0.224158
AUBN,2017-01,2017-01-04,2017-01-04,114858880,5556.541400,5556.541400,0,0.004838,0.004838,13,7,13,0.032653,0,0,0.060754,0.169401,0.208869,0.100364,0.149836,0.346123,-0.022222,0.035049,0.136193,0.040693,0.081386,0.222068
ED,2016-12,2016-12-31,2017-01-05,22457664000,44264.861800,44264.861800,0,0.000197,0.000197,12,11,12,0.015615,1,0,0.062653,0.090583,0.126816,0.094675,0.133004,0.351939,-0.001653,0.028928,0.151831,0.044417,0.072319,0.231164
ARL,2017-01,2017-01-05,2017-01-06,83075960,37559.200000,0,37559.200000,0.045211,0.000000,1,1,0,0.000716,0,0,0.448276,0.517241,1.257713,0.084661,0.135353,0.345386,0.001659,0.042807,0.157873,0.039712,0.075488,0.229071
RVP,2017-01,2017-01-12,2017-01-13,27886477,1780000.000000,0,1780000.000000,6.383022,0.000000,1,1,0,0.198696,1,0,0.076643,0.246140,-0.239082,0.069769,0.159473,0.343907,-0.004296,0.047584,0.161256,0.037590,0.091495,0.243594
ADES,2017-01,2017-01-20,2017-01-24,209311440,2081439,2081439,0,0.994422,0.994422,1,1,1,0.267993,0,1,0.002770,0.080332,-0.062327,0.090432,0.168486,0.368607,0.034948,0.067412,0.185259,0.052653,0.097143,0.268418
ASRV,2017-01,2017-01-17,2017-01-24,70552500,690.849744,690.849744,0,0.000979,0.000979,1,1,1,0.001394,0,1,0.023729,0.006780,0.054237,0.090432,0.168486,0.368607,0.034948,0.067412,0.185259,0.052653,0.097143,0.268418
FLNT,2017-01,2017-01-26,2017-01-27,207183900,1002750.000000,156000.000000,846750.000000,0.483990,0.075295,4,3,1,5.000000,0,0,0.341772,0.126582,0.000000,0.083241,0.148918,0.364531,0.023969,0.049839,0.180924,0.044325,0.088346,0.267522
ED,2017-01,2017-01-31,2017-02-03,22684185000,15945.617200,15945.617200,0,0.000070,0.000070,8,7,8,0.008458,1,0,0.075553,0.115861,0.056243,0.096654,0.148463,0.269662,0.018423,0.031746,0.095238,0.049722,0.088759,0.173215
ARL,2017-02,2017-02-06,2017-02-06,105956400,37718.800000,0,37718.800000,0.035598,0.000000,1,1,0,0.000718,0,0,0.062319,0.223188,0.881159,0.097727,0.154394,0.301748,0.021878,0.041352,0.116765,0.051382,0.092721,0.198478
D,2017-02,2017-02-03,2017-02-07,45034770000,788840.000000,788840.000000,0,0.001752,0.001752,2,2,2,1.779359,0,1,0.081573,0.098515,0.058983,0.097540,0.148170,0.280196,0.025970,0.042617,0.122857,0.050418,0.090033,0.191986
KKR,2017-02,2017-02-06,2017-02-08,7926066429,49999992,0,49999992,0.630830,0.000000,2,1,0,,0,0,0.043561,0.069444,0.189394,0.096371,0.144810,0.224219,0.034103,0.035437,0.091804,0.050960,0.088547,0.145737
ASRV,2017-02,2017-02-15,2017-02-22,73374600,691.180176,691.180176,0,0.000942,0.000942,1,1,1,0.001332,0,1,0.085409,0.049822,0.124555,0.073374,0.098732,0.274438,-0.012177,-0.018145,0.103548,0.022804,0.044626,0.166708
NEE,2017-02,2017-02-24,2017-02-27,61223800000,497415.040000,497415.040000,0,0.000812,0.000812,1,1,1,0.181051,0,1,0.090482,0.177438,0.199765,0.085939,0.097152,0.302177,-0.022513,-0.011096,0.105813,0.022969,0.040991,0.179930
BRTX,2017-02,2017-02-09,2017-03-01,23336640,17446.500000,17446.500000,0,0.074760,0.074760,2,1,2,90.000000,0,0,-0.142857,-0.178571,-0.257143,0.077235,0.105823,0.262893,-0.025984,-0.007058,0.082685,0.011284,0.035450,0.138166
ARL,2017-03,2017-03-06,2017-03-06,107952680,37878.400000,0,37878.400000,0.035088,0.000000,1,1,0,0.000721,0,0,0.280228,0.140825,0.849218,0.099371,0.112109,0.301053,0.012180,0.017902,0.143464,0.030873,0.044697,0.170290
ED,2017-02,2017-02-28,2017-03-06,23504904000,15854.415300,15854.415300,0,0.000067,0.000067,8,7,8,0.004972,1,0,0.083681,0.110002,0.005627,0.099371,0.112109,0.301053,0.012180,0.017902,0.143464,0.030873,0.044697,0.170290
AAP,2017-03,2017-03-07,2017-03-07,11214126180,1002885.000000,1002885.000000,0,0.008943,0.008943,1,1,1,0.064080,1,0,-0.135794,-0.362998,-0.230148,0.096925,0.114019,0.306233,0.017856,0.024603,0.161112,0.030673,0.047871,0.173404
HASI,2017-03,2017-03-13,2017-03-13,889620814,62272.000000,62272.000000,0,0.007000,0.007000,2,2,2,0.016981,1,0,0.234242,0.276831,0.029813,0.060102,0.113716,0.316652,0.040390,0.039646,0.178327,0.027785,0.057669,0.186288
ACRE,2017-03,2017-03-14,2017-03-15,364970259,25047.428000,25047.428000,0,0.006863,0.006863,1,1,1,0.164209,0,1,0.056561,0.040724,0.054299,0.060121,0.113778,0.310384,0.028606,0.038169,0.154638,0.026632,0.056665,0.173300
ASRV,2017-03,2017-03-15,2017-03-21,70552500,690.949747,690.949747,0,0.000979,0.000979,1,1,1,0.001374,0,1,0.115523,0.079422,0.137184,0.076481,0.128754,0.296980,0.046551,0.077977,0.188808,0.044767,0.080036,0.179116
INFU,2017-03,2017-03-27,2017-03-28,49897236,249361.500000,249361.500000,0,0.499750,0.499750,2,1,2,0.161634,0,1,-0.227273,-0.045455,0.272727,0.051384,0.092976,0.204888,0.029840,0.072078,0.121177,0.030561,0.068933,0.125289
FLNT,2017-03,2017-03-28,2017-03-29,234090900,190520.000000,190520.000000,0,0.081387,0.081387,9,4,9,0.250000,1,0,0.109890,0.087912,-0.450549,0.061700,0.097785,0.221345,0.042185,0.089561,0.128862,0.038779,0.072109,0.138622
GLBZ,2017-03,2017-03-30,2017-03-31,33328693,6692.000000,6692.000000,0,0.020079,0.020079,1,1,1,0.186667,1,0,-0.112773,-0.067894,0.048331,0.042569,0.104209,0.184920,0.025065,0.085157,0.091362,0.030752,0.076267,0.113100
AUBN,2017-04,2017-04-04,2017-04-04,120616400,5594.713900,5594.713900,0,0.004638,0.004638,13,7,13,0.029586,0,0,0.105660,0.094340,0.181971,0.040759,0.106520,0.216014,0.046592,0.113837,0.134242,0.035990,0.084401,0.140669
ED,2017-03,2017-03-31,2017-04-06,23717364000,43641.392800,43641.392800,0,0.000184,0.000184,12,11,12,0.026351,1,0,0.026283,0.052566,0.028592,0.035014,0.122388,0.196531,0.030632,0.115738,0.123272,0.026715,0.092324,0.124245
ARL,2017-04,2017-04-06,2017-04-07,123737880,38031.350000,0,38031.350000,0.030735,0.000000,1,1,0,0.000723,0,0,0.047619,0.111529,1.472431,0.046735,0.124465,0.205505,0.041080,0.114626,0.125062,0.034410,0.092169,0.130905
GLBZ,2017-04,2017-04-12,2017-04-17,32531984,29066.450000,29066.450000,0,0.089347,0.089347,5,2,5,0.280482,1,0,-0.037170,-0.063549,0.092326,0.084420,0.137730,0.274245,0.054592,0.110595,0.175890,0.051853,0.099073,0.173896
ATOS,2017-04,2017-04-17,2017-04-18,4560433.200000,1580.000000,1580.000000,0,0.034646,0.034646,1,1,1,3.993610,0,1,-0.328125,-0.234375,-0.437500,0.093314,0.140944,0.278806,0.051593,0.107084,0.178749,0.055517,0.103124,0.178268
MERC,2017-04,2017-04-13,2017-04-19,743627978,200642.800000,200642.800000,0,0.026982,0.026982,4,1,4,1.428571,0,1,0.049008,0.187865,0.246208,0.097942,0.137719,0.264987,0.058357,0.108530,0.166474,0.063249,0.106290,0.173947
ASRV,2017-04,2017-04-17,2017-04-24,73391000,691.149744,691.149744,0,0.000942,0.000942,1,1,1,0.001341,0,1,0.003378,0.047297,0.030405,0.082103,0.106717,0.191361,0.031914,0.078775,0.125879,0.045776,0.090528,0.130064
ED,2017-04,2017-04-30,2017-05-04,24212112000,17928.547200,17928.547200,0,0.000074,0.000074,9,8,9,0.015742,1,0,0.053792,0.109700,0.030511,0.049203,0.113253,0.213447,0.014629,0.084038,0.142149,0.039369,0.089487,0.135490
ARL,2017-05,2017-05-05,2017-05-05,118310780,38190.950000,0,38190.950000,0.032280,0.000000,1,1,0,0.000726,0,0,0.106160,0.246396,1.410223,0.047243,0.119888,0.219099,0.013082,0.076395,0.144472,0.037189,0.088848,0.134864
ACRE,2017-05,2017-05-10,2017-05-11,372179398,575005.438000,575005.438000,0,0.154497,0.154497,4,3,4,0.277778,0,0,0.026374,0.030769,0.114286,0.022647,0.116854,0.236019,-0.009987,0.068204,0.171078,0.023281,0.089162,0.161660
HGBL,2017-05,2017-05-10,2017-05-11,11392000,8433.100000,8433.100000,0,0.074027,0.074027,1,1,1,0.103980,1,0,-0.128205,0.230769,0.230769,0.022647,0.116854,0.236019,-0.009987,0.068204,0.171078,0.023281,0.089162,0.161660
CHTR,2017-05,2017-05-11,2017-05-15,85522042367,391572.000000,391572.000000,0,0.000458,0.000458,1,1,1,0.146807,0,1,0.249198,0.070545,-0.158096,0.038078,0.112167,0.217821,0.004050,0.065122,0.164021,0.030985,0.085643,0.149731
GLBZ,2017-05,2017-05-10,2017-05-16,33732735,12084.000000,12084.000000,0,0.035823,0.035823,1,1,1,20.000000,0,1,-0.107955,-0.045455,0.029545,0.034409,0.103532,0.220798,-0.004615,0.061776,0.175694,0.031784,0.084084,0.155647
AIG,2017-05,2017-05-18,2017-05-19,56831859046,4918248.000000,4918248.000000,0,0.008654,0.008654,1,1,1,,1,0,0.007237,-0.008685,-0.077337,0.027357,0.122411,0.232303,-0.003878,0.098688,0.213219,0.023433,0.092713,0.169028
ASRV,2017-05,2017-05-15,2017-05-22,74320000,691.349634,691.349634,0,0.000930,0.000930,1,1,1,0.001266,0,1,-0.033223,0.059801,0.083056,0.017473,0.112193,0.220400,-0.011229,0.099254,0.196377,0.019067,0.089062,0.159925
HRI,2017-05,2017-05-22,2017-05-23,1022044886,178050.000000,178050.000000,0,0.017421,0.017421,1,1,1,0.147484,0,0,0.037500,0.589939,0.596646,0.032001,0.123105,0.229444,-0.003840,0.107099,0.194020,0.027454,0.093777,0.160582
ARES,2017-05,2017-05-23,2017-05-25,2262290771,39599827.944000,0,39599827.944000,1.750431,0.000000,5,1,0,0.865624,0,1,-0.001566,0.061081,0.242756,0.011939,0.113949,0.214372,-0.003671,0.104593,0.190748,0.014156,0.087566,0.147250
INFU,2017-05,2017-05-25,2017-05-26,34286000,71519.150000,62056.400000,9462.750000,0.208596,0.180996,5,2,3,0.028627,0,1,0.266667,0.533333,1.100000,0.008071,0.112016,0.206910,-0.000571,0.104864,0.189408,0.016694,0.087774,0.134268
AAP,2017-05,2017-05-31,2017-06-01,9868308240,49633478.415600,49633478.415600,0,0.502958,0.502958,29,5,29,0.757091,1,0,-0.285571,-0.262568,-0.061982,0.033571,0.099287,0.228464,0.009936,0.113256,0.194281,0.021950,0.099724,0.145810
INSM,2017-05,2017-05-31,2017-06-01,956725326,151382.000000,151382.000000,0,0.015823,0.015823,2,1,2,0.365000,0,0,-0.203846,0.999359,0.827564,0.033571,0.099287,0.228464,0.009936,0.113256,0.194281,0.021950,0.099724,0.145810
MERC,2017-05,2017-05-31,2017-06-01,756617113,1752766.659000,250123.009000,1502643.650000,0.231658,0.033058,23,1,5,0.338264,0,0,-0.053899,0.223624,0.418578,0.033571,0.099287,0.228464,0.009936,0.113256,0.194281,0.021950,0.099724,0.145810
AAP,2017-06,2017-06-02,2017-06-05,10176254400,49648.120000,49648.120000,0,0.000488,0.000488,2,1,2,0.086398,0,1,-0.286161,-0.231940,-0.039503,0.011586,0.070039,0.229575,0.005653,0.104345,0.207802,0.013410,0.093257,0.149078
ED,2017-05,2017-05-31,2017-06-06,25284066000,89712.740000,89712.740000,0,0.000355,0.000355,10,9,10,0.114673,1,0,0.026179,0.079040,-0.095989,0.015584,0.074938,0.241667,0.006629,0.094341,0.217704,0.016686,0.092845,0.162444
PR,2017-06,2017-06-06,2017-06-06,3587212223,601400.000000,601400.000000,0,0.016765,0.016765,4,2,4,0.953289,1,0,0.124629,0.251484,0.055638,0.015584,0.074938,0.241667,0.006629,0.094341,0.217704,0.016686,0.092845,0.162444
HASI,2017-06,2017-06-07,2017-06-08,1153592848,61339.750000,61339.750000,0,0.005317,0.005317,1,1,1,0.003271,1,0,0.031967,0.038221,-0.170257,0.016026,0.078127,0.225553,-0.008286,0.081029,0.197195,0.017595,0.093906,0.162959
INFU,2017-06,2017-06-07,2017-06-09,33180000,31313.500000,0,31313.500000,0.094375,0.000000,4,1,0,0.003757,0,1,0.290323,0.516129,1.032258,0.033026,0.110646,0.260330,-0.012603,0.076411,0.192850,0.017955,0.101553,0.166295
MPLX,2017-06,2017-06-12,2017-06-14,12441000000,249443.550000,249443.550000,0,0.002005,0.002005,5,1,5,,1,0,0.059197,0.170543,0.138125,0.050614,0.121732,0.281881,0.009297,0.081685,0.202861,0.029254,0.102911,0.163030
INVE,2017-06,2017-06-14,2017-06-15,66955530,55200.000000,55200.000000,0,0.082443,0.082443,1,1,1,0.237784,0,1,-0.103239,-0.384615,-0.137652,0.046194,0.122853,0.279530,0.013497,0.075234,0.209408,0.030924,0.100550,0.163773
GLPI,2017-06,2017-06-16,2017-06-19,7708814212,364400.000000,364400.000000,0,0.004727,0.004727,1,1,1,2.081599,0,1,0.034646,0.028477,0.016611,0.038496,0.134322,0.263122,0.019631,0.099905,0.209267,0.025771,0.107318,0.147150
ED,2017-06,2017-06-30,2017-07-06,24876395999,42281.692800,42281.692800,0,0.000170,0.000170,11,11,11,0.023363,1,0,0.025610,0.034262,0.023707,0.084418,0.181386,0.298932,0.082577,0.117118,0.224034,0.063902,0.140527,0.166404
MERC,2017-06,2017-06-21,2017-07-07,763111681,970197.718000,452095.956000,518101.762000,0.127137,0.059244,7,1,1,0.085384,0,0,0.088164,0.300725,0.631643,0.074260,0.180444,0.296576,0.070644,0.108671,0.219889,0.055838,0.140712,0.169320
AUBN,2017-07,2017-07-07,2017-07-11,132459400,5659.586000,5659.586000,0,0.004273,0.004273,20,7,20,0.017208,0,0,0.019029,0.078058,0.500583,0.063870,0.174116,0.279013,0.070825,0.110421,0.205704,0.056582,0.145090,0.164568
ASRV,2017-06,2017-06-15,2017-07-19,77107000,1383.300410,1383.300410,0,0.001794,0.001794,2,1,2,0.001218,0,1,0.030303,0.033670,0.097643,0.036228,0.156497,0.253523,0.047407,0.108247,0.196579,0.040481,0.143523,0.154842
MERC,2017-07,2017-07-18,2017-07-19,776435153,1757713.594000,1105496.896000,652216.698000,0.226383,0.142381,10,1,6,0.250000,0,0,0.132369,0.231368,0.522803,0.036228,0.156497,0.253523,0.047407,0.108247,0.196579,0.040481,0.143523,0.154842
ASRV,2017-07,2017-07-17,2017-07-20,70763000,691.149622,691.149622,0,0.000977,0.000977,1,1,1,0.001287,0,1,0.020202,0.033670,0.111111,0.031022,0.155110,0.251566,0.045032,0.099899,0.190900,0.040324,0.141134,0.153055
ANGO,2017-07,2017-07-24,2017-07-25,620239200,475406.000000,475406.000000,0,0.076649,0.076649,4,3,4,0.299927,1,0,0.024533,-0.042056,0.255841,0.027146,0.178916,0.276319,0.038017,0.117309,0.176973,0.042085,0.156576,0.169410
CABO,2017-07,2017-07-28,2017-08-01,4307144532,24316044.960000,0,24316044.960000,0.564551,0.000000,2,1,0,0.099443,0,0,-0.064850,-0.062101,-0.044310,0.062158,0.180184,0.243747,0.055258,0.115482,0.183352,0.044941,0.150826,0.156920
ED,2017-07,2017-07-31,2017-08-03,25504308000,15802.138800,15802.138800,0,0.000062,0.000062,8,8,8,0.014413,1,0,0.053054,-0.037155,-0.014728,0.061046,0.176397,0.266039,0.068408,0.131128,0.207065,0.048220,0.151742,0.169866
HRI,2017-08,2017-08-10,2017-08-11,1103700000,97550.000000,97550.000000,0,0.008838,0.008838,1,1,1,0.064264,0,0,0.401969,0.472855,0.312236,0.083882,0.103319,0.279231,0.076570,0.082139,0.235280,0.062497,0.082057,0.177216
CRWS,2017-08,2017-08-11,2017-08-15,56414400,57500.000000,57500.000000,0,0.101924,0.101924,2,1,2,0.041614,0,1,-0.073394,0.058104,-0.042813,0.066824,0.113512,0.254462,0.066699,0.087360,0.223524,0.050688,0.089988,0.164481
KKR,2017-08,2017-08-17,2017-08-17,8505812714,1001550.000000,1001550.000000,0,0.011775,0.011775,1,1,1,,0,1,0.093926,0.257984,0.452724,0.095911,0.177465,0.282922,0.097822,0.139402,0.262901,0.069150,0.134513,0.194576
TRST,2017-08,2017-08-16,2017-08-18,754385000,15720.000000,15720.000000,0,0.002084,0.002084,2,2,2,0.999001,0,0,0.163550,0.158416,0.222589,0.092523,0.173086,0.282684,0.102966,0.143555,0.266484,0.067694,0.136620,0.199052
INVE,2017-08,2017-08-24,2017-08-24,70027740,49000.000000,49000.000000,0,0.069972,0.069972,3,1,3,0.071485,0,1,-0.306584,-0.158436,0.255144,0.100806,0.163381,0.293011,0.108664,0.120537,0.272519,0.072385,0.119447,0.200415
RVP,2017-08,2017-08-23,2017-08-25,18338095,570100.000000,0,570100.000000,3.108829,0.000000,1,1,0,0.082880,1,0,0.081967,0.489508,0.180328,0.103113,0.189689,0.308964,0.105495,0.131951,0.270760,0.069913,0.134698,0.207104
ATEC,2017-08,2017-08-25,2017-08-28,27039720,31044.020000,31044.020000,0,0.114809,0.114809,5,3,5,0.172414,1,0,0.464646,0.686869,0.762626,0.099217,0.201716,0.306826,0.097488,0.134564,0.266526,0.069345,0.147817,0.207659
BKE,2017-08,2017-08-22,2017-08-29,682284700,2814.560000,2814.560000,0,0.000413,0.000413,1,1,1,0.004968,0,1,0.553719,0.563636,0.874380,0.097711,0.182196,0.316763,0.114453,0.117948,0.269956,0.078897,0.132137,0.212725
CLAR,2017-08,2017-08-25,2017-08-29,214668000,404539.750000,404539.750000,0,0.188449,0.188449,5,1,5,0.925633,0,1,0.053435,-0.074809,0.367939,0.097711,0.182196,0.316763,0.114453,0.117948,0.269956,0.078897,0.132137,0.212725
GLBZ,2017-08,2017-08-28,2017-08-29,29303211,2556.000000,2556.000000,0,0.008723,0.008723,1,1,1,0.066946,0,1,0.024480,0.115055,0.138311,0.097711,0.182196,0.316763,0.114453,0.117948,0.269956,0.078897,0.132137,0.212725
INFU,2017-08,2017-08-30,2017-08-30,43805253,259006.050000,71416.250000,187589.800000,0.591267,0.163031,13,4,4,1.083333,1,0,0.165803,0.165803,0.683938,0.066025,0.160987,0.299133,0.111057,0.093288,0.260803,0.073196,0.115430,0.202142
ASRV,2017-08,2017-08-30,2017-08-31,71314400,4541.449930,4541.449930,0,0.006368,0.006368,2,2,2,0.019985,1,0,0.105085,0.047458,0.186441,0.063581,0.129923,0.287022,0.102304,0.079827,0.253399,0.076104,0.092608,0.194979
AUBN,2017-08,2017-08-31,2017-09-01,130273000,97575.250000,97575.250000,0,0.074901,0.074901,2,2,2,0.333333,0,1,0.027767,0.008484,0.320478,0.060540,0.141890,0.283271,0.091625,0.090909,0.240754,0.072327,0.096653,0.191217
ED,2017-08,2017-08-31,2017-09-06,25938306000,15803.087000,15803.087000,0,0.000061,0.000061,8,8,8,0.013816,1,0,0.060900,-0.098654,0.002955,0.059947,0.168936,0.262846,0.079820,0.130870,0.238420,0.071485,0.115989,0.188965
INFU,2017-09,2017-09-11,2017-09-13,46649750,39964,0,39964,0.085668,0.000000,2,1,0,0.004987,0,1,0.095238,0.119048,0.595238,0.067692,0.177538,0.270478,0.071721,0.117777,0.216816,0.071563,0.111576,0.184289
INVE,2017-09,2017-09-13,2017-09-13,62535060,43700.000000,43700.000000,0,0.069881,0.069881,1,1,1,0.067745,0,1,-0.283410,-0.149770,0.465438,0.067692,0.177538,0.270478,0.071721,0.117777,0.216816,0.071563,0.111576,0.184289
EKSO,2017-09,2017-09-14,2017-09-18,42705569,73654.720000,73654.720000,0,0.172471,0.172471,4,4,4,2.822201,1,0,0.965812,0.290598,0.820513,0.092273,0.152356,0.263564,0.078728,0.096734,0.202042,0.079498,0.093114,0.180864
ASRV,2017-09,2017-09-15,2017-09-21,73520000,36511.299921,36511.299921,0,0.049662,0.049662,2,2,2,0.170924,0,1,0.081356,0.047458,0.135593,0.092890,0.131044,0.279111,0.074667,0.076301,0.200280,0.078456,0.066933,0.192214
AUBN,2017-09,2017-09-28,2017-10-02,128378119,535512.395600,5672.395600,529840.000000,0.417137,0.004419,14,8,13,0.026119,0,0,0.128767,0.082975,0.126810,0.090942,0.072157,0.285787,0.029805,-0.006466,0.110450,0.070647,0.029765,0.176641
HEI,2017-09,2017-09-29,2017-10-03,7585024875,1939419.007500,1710562.847500,228856.160000,0.025569,0.022552,19,10,17,0.714218,1,0,0.071390,0.242545,0.648292,0.088564,0.081880,0.284365,0.027590,0.005563,0.117778,0.068369,0.040750,0.174771
MERC,2017-09,2017-09-29,2017-10-03,769937788,2316532.500000,0,2316532.500000,0.300873,0.000000,2,1,0,0.833333,0,0,0.207547,0.057714,0.419534,0.088564,0.081880,0.284365,0.027590,0.005563,0.117778,0.068369,0.040750,0.174771
ED,2017-09,2017-09-30,2017-10-05,24833304000,42974.765000,42974.765000,0,0.000173,0.000173,11,11,11,0.022552,1,0,0.008436,-0.018559,-0.015860,0.089419,0.093445,0.231024,0.031906,0.027232,0.092602,0.072023,0.052691,0.150924
HEI,2017-10,2017-10-05,2017-10-06,7545437062,100185.764000,100185.764000,0,0.001328,0.001328,1,1,1,,0,1,0.077333,0.228444,0.568711,0.098844,0.064604,0.221879,0.035518,0.008174,0.091841,0.080385,0.030381,0.152219
MERC,2017-10,2017-10-10,2017-10-11,838500490,33000057.419100,33000057.419100,0,3.935604,3.935604,7,1,7,2.000000,0,1,0.111917,0.063212,0.358549,0.097809,0.086711,0.154447,0.037897,0.032686,0.038270,0.080404,0.043726,0.086779
ASRV,2017-10,2017-10-16,2017-10-19,71081400,691.250000,691.250000,0,0.000972,0.000972,1,1,1,0.001268,0,1,0.013201,0.019802,0.102310,0.120354,0.115995,0.175529,0.052502,0.053921,0.040030,0.096903,0.060872,0.099767
ARI,2017-10,2017-10-23,2017-10-31,1960481064,30794800.000000,0,30794800.000000,1.570778,0.000000,1,1,0,0.189267,0,0,0.038902,0.050343,0.146453,0.111119,0.073777,0.124704,0.057070,0.038545,0.017629,0.101331,0.039891,0.071680
CHTR,2017-10,2017-10-30,2017-10-31,78025284040,1003191.000000,1003191.000000,0,0.001286,0.001286,1,1,1,0.066217,1,0,0.126882,-0.163899,-0.041296,0.111119,0.073777,0.124704,0.057070,0.038545,0.017629,0.101331,0.039891,0.071680
GLPI,2017-10,2017-10-30,2017-10-31,7664194191,181150.000000,181150.000000,0,0.002364,0.002364,1,1,1,0.099520,0,1,0.007561,-0.024575,-0.008507,0.111119,0.073777,0.124704,0.057070,0.038545,0.017629,0.101331,0.039891,0.071680
RVP,2017-10,2017-10-31,2017-10-31,21857124,74823.915700,0,74823.915700,0.342332,0.000000,8,1,0,0.003051,1,0,0.120909,0.322672,0.031236,0.111119,0.073777,0.124704,0.057070,0.038545,0.017629,0.101331,0.039891,0.071680
ED,2017-10,2017-10-31,2017-11-06,26684105000,15802.181700,15802.181700,0,0.000059,0.000059,8,8,8,0.013400,1,0,-0.099568,-0.076554,-0.073038,0.030326,0.084913,0.115446,-0.002023,0.062050,0.052308,0.024857,0.040648,0.082312
HRI,2017-11,2017-11-10,2017-11-14,1547727000,76692.000000,76692.000000,0,0.004955,0.004955,1,1,1,0.685602,0,1,0.064661,0.064866,-0.302026,0.043764,0.098935,0.085799,0.019369,0.095852,0.034848,0.037404,0.061525,0.067567
CLAR,2017-11,2017-11-13,2017-11-15,217863500,79556.590000,79556.590000,0,0.036517,0.036517,2,2,2,0.462121,1,0,0.027864,-0.007740,0.563467,0.068352,0.111489,0.110031,0.041801,0.111698,0.053744,0.056654,0.071342,0.084111
ATOS,2017-11,2017-11-15,2017-11-16,10819670,3369.300000,3369.300000,0,0.031141,0.031141,2,1,2,0.162791,1,0,1.029412,-0.085784,-0.700980,0.074417,0.093210,0.092181,0.037875,0.100649,0.040969,0.061136,0.061446,0.077781
