yr,ticker,g,sec,mb,cr,r40,mc,mom,ret,qqq
2015,CHE,NOC,Heal,0.126,0.141,0.488,0.575,27.1,24.2,-8.4
2015,CHEF,NOC,Cons,0.041,0.466,0.502,0.101,-12.8,-30.0,-4.2
2015,CHH,CIC,Cons,0.395,0.096,0.580,0.884,34.6,-26.1,-4.3
2015,CIB,NOC,Fina,0.815,0.662,0.212,0.722,1.8,-26.0,-2.1
2015,CIEN,NOC,Tech,0.530,0.388,0.196,0.646,-15.6,0.3,-2.7
2015,CIGI,NOC,Real,0.511,0.230,0.548,0.423,21.0,-3.5,-2.6
2015,CLDT,NOC,Real,0.758,0.705,0.859,0.315,41.9,-30.9,-4.8
2015,CLF,CIC,Basi,0.845,0.391,0.014,0.340,-68.2,-78.2,0.3
2015,CLH,CIC,Indu,0.326,0.843,0.219,0.820,21.5,-25.3,-5.0
2015,CLMT,CIC,Basi,0.322,0.447,0.231,0.598,0.6,-49.4,-4.1
2015,CLS,NOC,Tech,0.025,0.247,0.192,0.600,12.5,-11.3,1.3
2015,CMC,CIC,Basi,0.144,0.534,0.279,0.539,-27.9,-5.7,8.1
2015,CMCO,CIC,Indu,0.110,0.317,0.244,0.103,-1.1,-45.6,-0.7
2015,CMP,CIC,Basi,0.964,0.630,0.696,0.774,4.4,-19.1,-3.9
2015,CMRE,CIC,Indu,0.498,0.502,0.806,0.295,-2.0,-61.8,0.1
2015,CNK,NOC,Comm,0.169,0.488,0.399,0.977,42.7,-25.6,-4.1
2015,CNOB,NOC,Fina,0.210,0.959,0.995,0.128,-3.6,-9.6,2.0
2015,CNS,NOC,Fina,0.689,0.203,0.820,0.632,22.3,-35.7,-0.7
2015,CODI,CIC,Indu,0.352,0.520,0.397,0.246,-7.8,-13.8,-5.0
2015,CPA,CIC,Indu,0.557,0.381,0.377,1.000,-16.7,-50.6,-2.2
2015,CPAC,CIC,Basi,0.509,0.327,0.480,0.299,-9.0,-23.6,-7.0
2015,CPK,NOC,Util,0.514,0.456,0.290,0.178,15.3,41.8,-8.4
2015,CPS,CIC,Cons,0.240,0.269,0.171,0.265,-9.7,32.3,-9.1
2015,CRC,CIC,Ener,0.863,0.617,0.009,0.710,-17.3,-92.7,-0.3
2015,CRI,CIC,Cons,0.192,0.027,0.559,0.970,18.3,1.0,-6.2
2015,CRL,NOC,Heal,0.388,0.208,0.564,0.815,20.2,-2.2,-8.2
2015,CROX,CIC,Cons,0.840,0.319,0.036,0.260,-32.4,-8.6,-4.8
2015,CRS,CIC,Basi,0.594,0.313,0.420,0.591,-38.5,-26.5,0.5
2015,CRTO,NOC,Comm,0.187,0.436,0.854,0.726,17.0,-40.0,-6.8
2015,CRUS,NOC,Tech,0.726,0.847,0.827,0.557,47.0,1.9,2.2
2015,CSIQ,NOC,Tech,0.762,0.868,0.931,0.617,-11.3,-37.1,-2.3
2015,CTRE,NOC,Real,0.792,0.244,0.875,0.057,-25.3,-25.8,-6.2
2015,CTRN,CIC,Cons,0.133,0.383,0.443,0.041,38.8,-18.5,-0.5
2015,CUBE,NOC,Real,0.386,0.173,0.733,0.888,33.4,26.0,-7.8
2015,CUBI,NOC,Fina,0.867,0.753,0.870,0.116,6.8,21.5,-0.5
2015,CUZ,NOC,Real,0.130,0.909,0.815,0.500,1.6,-25.9,-7.5
2015,CVCO,CIC,Cons,0.039,0.267,0.359,0.189,3.1,3.2,-1.3
2015,CVLT,NOC,Tech,0.034,0.340,0.221,0.633,-34.8,-30.8,1.5
2015,CW,CIC,Indu,0.589,0.616,0.151,0.827,11.9,-5.2,-5.2
2015,CWEN,NOC,Util,0.927,0.811,0.941,0.582,34.4,-51.8,-2.3
2015,CYD,CIC,Indu,0.333,0.683,0.098,0.231,-1.8,-49.0,1.7
2015,CZR,CIC,Cons,0.548,0.988,0.996,0.085,3523.2,115.4,-3.9
2015,DAC,CIC,Indu,0.342,0.181,0.114,0.176,-0.5,-23.1,-3.8
2015,DAKT,NOC,Tech,0.468,0.190,0.203,0.084,-24.5,-21.7,-4.0
2015,DAR,NOC,Cons,0.730,0.948,0.973,0.753,-15.1,-47.7,-3.0
2015,DCH,CIC,Cons,0.288,0.198,0.409,0.596,30.5,-53.1,-5.8
2015,DCOM,NOC,Fina,0.044,0.176,0.786,0.274,-3.6,10.2,-5.1
2015,DDD,NOC,Tech,0.536,0.559,0.509,0.826,-60.4,-61.6,-0.9
2015,DECK,CIC,Cons,0.763,0.457,0.653,0.747,-2.8,-39.1,-0.1
2015,DHC,NOC,Real,0.235,0.470,0.817,0.963,1.7,-33.1,-3.6
2015,DIOD,NOC,Tech,0.502,0.573,0.400,0.448,23.4,-36.9,-4.4
2015,DK,CIC,Ener,0.176,0.461,0.153,0.603,11.4,-58.7,-2.4
2015,DKL,CIC,Ener,0.701,0.310,0.116,0.290,20.0,-25.3,-4.4
2015,DLB,NOC,Tech,0.523,0.201,0.518,0.950,1.3,-23.3,0.8
2015,DLX,NOC,Comm,0.107,0.012,0.578,0.804,21.7,-21.3,-2.7
2015,DMC,NOC,Cons,0.504,0.084,0.244,0.577,31.2,21.1,-4.6
2015,DMLP,CIC,Ener,0.760,0.721,0.689,0.222,-2.9,-60.6,-2.0
2015,DRH,NOC,Real,0.790,0.722,0.562,0.742,13.7,-39.6,-3.1
2015,DXC,NOC,Tech,0.774,0.251,0.068,0.966,17.5,-17.6,-5.3
2015,DXPE,CIC,Indu,0.114,0.180,0.176,0.187,-55.7,-68.2,-1.8
2015,DY,CIC,Indu,0.359,0.785,0.434,0.420,41.8,60.8,-8.3
2015,EBF,CIC,Indu,0.201,0.169,0.030,0.027,-25.5,44.2,11.0
2015,ECHO,NOC,Comm,0.680,0.028,0.381,0.922,19.0,-31.3,-4.6
2015,ECPG,NOC,Fina,0.681,0.820,0.794,0.372,-13.8,-51.8,-3.5
2015,EDU,NOC,Cons,0.788,0.358,0.281,0.795,-38.8,38.1,-1.1
2015,EEFT,NOC,Tech,0.340,0.295,0.649,0.708,7.2,45.7,-11.7
2015,EFXT,CIC,Ener,0.525,0.731,0.630,0.322,-7.7,-33.6,-4.1
2015,EGO,CIC,Basi,0.859,0.676,0.609,0.867,-29.9,-32.9,0.3
2015,EMA,NOC,Util,0.875,0.760,0.391,0.979,3.1,14.7,3.9
2015,ENOV,NOC,Heal,0.094,0.139,0.336,0.849,-23.3,-56.1,-0.9
2015,ENPH,CIC,Ener,0.607,0.756,0.852,0.183,83.6,-84.1,-0.6
2015,ENS,CIC,Indu,0.203,0.365,0.254,0.749,-8.4,-20.2,-1.8
2015,ENTG,NOC,Tech,0.699,0.815,0.840,0.580,18.0,-16.7,-6.7
2015,ENVA,NOC,Fina,0.842,0.993,0.514,0.181,-23.7,-73.4,-0.3
2015,EPAC,CIC,Indu,0.238,0.504,0.053,0.493,-24.2,-10.1,-1.1
2015,EPAM,NOC,Tech,0.246,0.080,0.735,0.754,35.6,4.2,-8.4
2015,EPR,NOC,Real,0.105,0.774,0.920,0.856,18.2,0.4,-6.9
2015,ESI,CIC,Basi,0.721,0.724,0.719,0.879,41.6,-68.6,-1.0
2015,ESLT,CIC,Indu,0.053,0.098,0.351,0.740,11.8,35.4,3.4
2015,ESRT,NOC,Real,0.731,0.964,0.833,0.980,18.8,-14.9,-5.6
2015,EVC,NOC,Comm,0.432,0.174,0.617,0.164,15.6,10.8,-6.8
2015,EVO,NOC,Heal,0.897,0.735,0.228,0.148,-19.0,-7.5,3.2
2015,EXEL,NOC,Heal,0.402,0.913,0.004,0.109,-62.4,73.6,-4.7
2015,EXLS,NOC,Tech,0.749,0.069,0.379,0.367,13.3,33.9,-6.9
2015,EXP,CIC,Basi,0.822,0.612,0.829,0.891,1.6,-37.6,-1.5
2015,FAF,NOC,Fina,0.466,0.530,0.356,0.911,38.6,-11.1,-8.6
2015,FANG,CIC,Ener,0.900,0.945,0.940,0.932,20.5,-6.0,-8.6
2015,FBNC,NOC,Fina,0.918,0.637,0.262,0.034,-9.5,9.5,4.7
2015,FBP,NOC,Fina,0.998,0.801,0.521,0.454,43.0,-54.7,0.3
2015,FCF,NOC,Fina,0.801,0.301,0.512,0.206,-1.8,3.8,2.2
2015,FCFS,NOC,Fina,0.423,0.263,0.605,0.468,2.0,-25.9,-0.6
2015,FCN,CIC,Indu,0.358,0.030,0.269,0.477,24.5,-11.2,-4.5
2015,FET,CIC,Ener,0.075,0.338,0.560,0.489,-36.6,-43.5,-4.7
2015,FHN,NOC,Fina,0.413,0.370,0.317,0.785,11.7,-8.1,-1.5
2015,FICO,NOC,Tech,0.354,0.281,0.406,0.712,30.4,4.9,-1.4
2015,FISI,NOC,Fina,0.434,0.297,0.550,0.016,4.5,15.0,1.5
2015,FIVE,CIC,Cons,0.738,0.130,0.767,0.548,-15.2,22.7,2.7
2015,FIX,CIC,Indu,0.297,0.077,0.343,0.167,-0.3,60.7,-8.7
2015,FN,NOC,Tech,0.021,0.103,0.324,0.139,-10.6,51.3,3.1
2015,FNB,NOC,Fina,0.189,0.347,0.813,0.651,-2.0,-7.2,-3.0
2015,FORM,NOC,Tech,0.902,0.769,0.749,0.073,29.9,-0.8,-1.2
2015,FOXF,CIC,Cons,0.313,0.744,0.466,0.132,-10.8,-0.3,-5.7
2015,FRPT,NOC,Cons,0.769,0.011,0.601,0.201,11.4,-66.7,-1.0
2015,FSM,CIC,Basi,0.872,0.819,0.370,0.078,-8.9,8.4,0.7
2015,FSS,CIC,Indu,0.292,0.432,0.628,0.335,17.4,-10.1,-5.2
2015,FTK,CIC,Ener,0.317,0.482,0.754,0.281,-29.3,-65.6,0.6
2015,FUL,CIC,Basi,0.425,0.422,0.265,0.625,-22.7,-17.3,3.6
2015,FULT,NOC,Fina,0.601,0.059,0.539,0.642,-0.7,6.2,-5.0
2015,FUN,CIC,Cons,0.507,0.651,0.457,0.758,-0.1,-0.6,-7.4
2015,FWRD,CIC,Indu,0.119,0.258,0.610,0.496,19.9,-15.0,-6.9
2015,GBCI,NOC,Fina,0.381,0.486,0.742,0.553,-20.6,-3.8,-1.3
2015,GBDC,NOC,Fina,0.628,0.564,0.897,0.253,-1.8,-12.5,-1.3
2015,GBX,CIC,Indu,0.619,0.665,0.340,0.541,56.1,-45.2,3.5
2015,GEO,CIC,Indu,0.137,0.475,0.555,0.806,36.4,-37.1,-4.3
2015,GGAL,NOC,Fina,0.786,0.865,0.240,0.728,119.7,27.9,-16.3
2015,GIII,CIC,Cons,0.247,0.434,0.402,0.717,57.3,-2.2,-0.1
2015,GLOB,NOC,Tech,0.406,0.511,0.808,0.087,26.8,75.5,-8.0
2015,GLPI,NOC,Real,0.989,0.998,0.915,0.899,-7.8,-22.2,-1.0
2015,GME,CIC,Cons,0.580,0.555,0.238,0.938,4.0,-21.8,1.6
2015,GMED,NOC,Heal,0.064,0.025,0.758,0.673,3.6,-6.6,-6.2
2015,GNRC,CIC,Indu,0.431,0.706,0.573,0.835,-13.6,-43.0,-3.9
2015,GNTX,CIC,Cons,0.479,0.527,0.673,0.993,0.5,-19.0,-0.3
2015,GPRE,CIC,Basi,0.683,0.566,0.544,0.292,6.8,-34.6,-4.5
2015,GRC,CIC,Indu,0.121,0.420,0.543,0.240,1.3,-21.2,-1.2
2015,GTN,NOC,Comm,0.849,0.858,0.957,0.210,15.0,-8.9,-4.5
2015,HAFC,NOC,Fina,0.148,0.514,0.831,0.171,-16.2,-2.6,-4.6
2015,HALO,NOC,Heal,0.968,0.980,0.961,0.578,-5.0,-45.8,-3.1
2015,HAPN,NOC,Fina,0.456,0.681,0.938,0.772,0.9,-72.5,-3.4
2015,HASI,NOC,Fina,0.970,0.961,0.632,0.055,13.8,5.2,-6.5
2015,HCI,NOC,Fina,0.715,0.779,0.680,0.107,-6.2,-24.5,-2.0
2015,HEI,CIC,Indu,0.217,0.386,0.440,0.923,6.1,-12.1,-5.2
2015,HELE,NOC,Cons,0.295,0.253,0.603,0.585,37.1,32.5,6.1
2015,HFWA,NOC,Fina,0.550,0.897,0.954,0.082,-10.4,10.3,-0.9
2015,HIMX,NOC,Tech,0.016,0.311,0.568,0.429,-45.1,-1.8,-4.2
2015,HL,CIC,Basi,0.893,0.762,0.297,0.399,-2.6,-30.2,-2.6
2015,HLIO,CIC,Indu,0.244,0.343,0.710,0.347,-3.6,-27.6,-3.6
2015,HLIT,NOC,Tech,0.587,0.320,0.101,0.149,3.6,-53.8,-1.8
2015,HLX,CIC,Ener,0.858,0.859,0.160,0.543,-25.4,-83.0,-0.9
2015,HNI,CIC,Cons,0.123,0.260,0.507,0.669,61.7,-39.7,-5.3
2015,HNRG,CIC,Ener,0.753,0.956,0.998,0.043,42.5,-57.1,-1.1
2015,HOMB,NOC,Fina,0.505,0.778,0.877,0.589,-15.7,26.9,1.4
2015,HOPE,NOC,Fina,0.744,0.635,0.646,0.349,-11.5,9.5,-0.4
2015,HPP,NOC,Real,0.584,0.262,0.701,0.614,40.3,-20.5,-4.9
2015,HQY,NOC,Heal,0.555,0.050,0.836,0.473,47.6,-10.9,-0.1
2015,HR,NOC,Real,0.272,0.639,0.644,0.861,27.7,-2.2,-4.3
2015,HRTG,NOC,Fina,0.957,0.786,0.993,0.144,73.9,-1.2,-2.5
2015,HTGC,NOC,Fina,0.662,0.936,0.847,0.306,-5.0,-33.2,-4.5
2015,HTLD,CIC,Indu,0.495,0.838,0.582,0.641,22.8,-36.1,-0.5
2015,HUBG,CIC,Indu,0.043,0.044,0.247,0.402,-15.6,-11.9,-0.6
2015,HUBS,NOC,Tech,0.742,0.078,0.146,0.311,14.4,-20.1,-7.0
2015,HURN,CIC,Indu,0.705,0.472,0.020,0.514,13.6,-30.1,-4.8
2015,HWC,NOC,Fina,0.062,0.105,0.445,0.637,-28.6,-18.6,-2.7
2015,HWKN,CIC,Basi,0.375,0.794,0.294,0.060,11.6,-9.2,-0.7
2015,IART,NOC,Heal,0.265,0.221,0.532,0.594,29.2,-0.2,-5.9
2015,IBOC,NOC,Fina,0.528,0.400,0.735,0.516,10.0,-6.7,-4.4
2015,ICFI,CIC,Indu,0.132,0.272,0.566,0.244,20.0,-16.9,-2.5
2015,ICUI,NOC,Heal,0.089,0.064,0.432,0.436,38.2,12.7,-0.7
2015,IDCC,NOC,Tech,0.988,0.979,0.395,0.605,65.9,-10.9,-4.5
2015,IIIN,CIC,Indu,0.336,0.495,0.641,0.059,4.6,-11.9,1.0
2015,IMAX,NOC,Comm,0.785,0.703,0.593,0.683,29.3,-10.1,-5.4
2015,INDB,NOC,Fina,0.443,0.132,0.692,0.317,13.7,0.9,-7.7
2015,INN,NOC,Real,0.383,0.671,0.657,0.368,48.1,-24.0,-5.8
2015,IOSP,CIC,Basi,0.208,0.349,0.674,0.336,-2.1,13.5,-10.4
2015,IPGP,NOC,Tech,0.450,0.148,0.863,0.998,37.6,-12.6,-10.7
2015,IRS,NOC,Real,0.657,0.409,0.923,0.254,41.0,-35.4,-5.3
2015,ITRI,NOC,Tech,0.270,0.440,0.096,0.450,-8.1,2.0,-4.6
2015,IVT,NOC,Real,0.728,0.441,0.194,0.472,-66.6,22.8,2.3
2015,J,CIC,Indu,0.160,0.116,0.297,0.936,-42.0,-0.2,0.3
2015,JBTM,CIC,Indu,0.343,0.183,0.477,0.345,15.6,57.1,5.4
2015,JHX,CIC,Basi,0.230,0.304,0.756,0.996,-13.5,7.8,-6.8
2015,JOE,NOC,Real,0.991,0.923,0.012,0.498,-5.8,-8.8,-2.7
2015,JOYY,NOC,Comm,0.575,0.733,0.948,0.847,-36.7,8.4,-1.3
2015,KAI,CIC,Indu,0.464,0.552,0.498,0.075,13.5,-4.9,-6.3
2015,KBH,CIC,Cons,0.457,0.781,0.637,0.457,-21.0,-15.0,5.3
2015,KDP,NOC,Cons,0.226,0.004,0.468,0.685,56.6,17.5,-6.8
2015,KEX,CIC,Indu,0.319,0.335,0.669,0.941,-23.5,-32.5,1.5
2015,KFRC,CIC,Indu,0.149,0.212,0.313,0.208,32.7,-19.1,-6.5
2015,KFY,CIC,Indu,0.032,0.480,0.404,0.491,23.1,-13.7,-3.0
2015,KLIC,NOC,Tech,0.459,0.827,0.770,0.388,30.9,-36.2,0.8
2015,KNX,CIC,Indu,0.365,0.377,0.763,0.566,48.9,-25.3,2.1
2015,KOS,CIC,Ener,0.899,0.906,0.105,0.819,-20.2,-54.9,-3.1
2015,KRG,NOC,Real,0.361,0.931,0.988,0.706,20.1,-11.3,-1.8
2015,KRNY,NOC,Fina,0.578,0.664,0.783,0.267,16.8,23.8,0.9
2015,KRO,CIC,Basi,0.783,0.217,0.311,0.452,-19.7,-49.5,-0.5
2015,KTOS,CIC,Indu,0.212,0.550,0.187,0.025,-25.7,-36.1,-0.6
2015,KWR,CIC,Basi,0.014,0.037,0.375,0.370,19.7,-17.4,-5.1
2015,LAD,CIC,Cons,0.036,0.699,0.906,0.687,48.9,-6.4,-6.2
2015,LCII,CIC,Cons,0.274,0.205,0.665,0.445,14.5,-3.3,-11.9
2015,LDOS,NOC,Tech,0.279,0.747,0.144,0.790,17.3,7.2,-3.1
2015,LFUS,NOC,Tech,0.283,0.336,0.418,0.619,2.8,12.0,1.7
2015,LGIH,CIC,Cons,0.596,0.968,0.899,0.020,-15.5,50.4,-2.4
2015,LGND,NOC,Heal,0.778,0.875,0.936,0.194,-23.6,64.2,-11.1
2015,LNN,CIC,Indu,0.165,0.708,0.199,0.310,-2.7,-15.3,8.9
2015,LOGI,NOC,Tech,0.157,0.167,0.278,0.665,6.6,-2.1,-1.1
2015,LOPE,NOC,Cons,0.116,0.041,0.772,0.623,-0.7,-24.8,-5.2
2015,LPLA,NOC,Fina,0.020,0.991,0.322,0.957,-14.7,-40.7,-6.8
2015,LQDT,CIC,Cons,0.610,0.117,0.021,0.009,-58.3,-40.4,-1.2
2015,LRN,NOC,Cons,0.698,0.324,0.347,0.112,-32.5,-45.9,-0.7
2015,LSCC,NOC,Tech,0.491,0.649,0.190,0.258,21.0,-33.8,-1.8
2015,LXP,NOC,Real,0.804,0.238,0.687,0.699,-1.3,-33.9,-2.8
2015,LXU,CIC,Basi,0.802,0.609,0.520,0.173,16.1,-85.0,-0.9
2015,LZB,CIC,Cons,0.237,0.226,0.310,0.459,1.6,-23.7,-5.2
2015,MAIN,NOC,Fina,0.676,0.742,0.883,0.440,-11.8,-9.1,-5.6
2015,MATV,CIC,Basi,0.655,0.249,0.208,0.383,-15.7,2.3,-4.6
2015,MATX,CIC,Indu,0.648,0.075,0.461,0.521,54.3,7.4,-5.5
2015,MBWM,NOC,Fina,0.400,0.934,0.979,0.021,-12.4,23.0,-0.1
2015,MC,NOC,Fina,0.879,0.849,0.530,0.135,19.7,-22.4,-5.7
2015,MCRI,CIC,Cons,0.512,0.587,0.367,0.014,-1.8,2.8,-6.8
2015,MCS,NOC,Comm,0.690,0.351,0.388,0.130,30.4,-4.7,-0.5
2015,MDXG,NOC,Heal,0.649,0.911,0.963,0.379,82.9,-22.5,-4.2
2015,MEI,NOC,Tech,0.678,0.657,0.546,0.532,38.4,-33.7,-1.8
2015,MEOH,CIC,Basi,0.995,0.717,0.285,0.945,-19.0,-43.4,1.2
2015,MGNI,NOC,Comm,0.516,0.306,0.804,0.180,-11.0,-22.4,-4.0
2015,MGRC,CIC,Indu,0.448,0.356,0.751,0.247,-11.6,-17.4,-5.1
2015,MHO,CIC,Cons,0.069,0.521,0.413,0.151,-19.3,-16.7,-1.1
2015,MIDD,CIC,Indu,0.215,0.575,0.658,0.995,21.6,-13.4,-5.4
2015,MKSI,NOC,Tech,0.591,0.790,0.448,0.569,19.4,-1.7,2.1
2015,MLI,CIC,Indu,0.027,0.286,0.393,0.584,12.2,-26.3,1.0
2015,MLKN,CIC,Cons,0.733,0.164,0.472,0.534,0.6,-3.3,-1.2
2015,MMI,NOC,Real,0.409,0.738,0.623,0.461,114.2,-34.2,-2.4
2015,MMYT,CIC,Cons,0.856,0.372,0.230,0.320,-3.2,-23.9,-1.0
2015,MOD,CIC,Indu,0.082,0.162,0.302,0.153,-3.1,-50.3,0.7
2015,MOH,NOC,Heal,0.374,0.746,0.874,0.694,40.8,3.5,-4.9
2015,MORN,NOC,Fina,0.571,0.016,0.639,0.788,-12.5,12.8,-5.1
2015,MOV,CIC,Cons,0.301,0.288,0.295,0.212,-38.4,6.4,3.7
2015,MRCY,CIC,Indu,0.616,0.438,0.372,0.080,32.8,16.3,0.9
2015,MTH,CIC,Cons,0.335,0.728,0.738,0.479,-20.2,-22.6,-1.0
2015,MTRN,CIC,Basi,0.345,0.283,0.242,0.233,38.1,-34.3,-3.3
2015,MTUS,CIC,Basi,0.404,0.491,0.247,0.381,-29.9,-66.4,1.2
2015,MTX,CIC,Basi,0.393,0.907,0.945,0.610,9.6,-32.6,-0.2
2015,MTZ,CIC,Indu,0.164,0.407,0.333,0.544,-46.1,-30.7,-4.3
2015,MUX,CIC,Basi,0.923,0.895,0.000,0.004,-65.8,98.0,-5.8
2015,MWA,CIC,Indu,0.489,0.087,0.233,0.528,26.2,-25.6,-0.6
2015,MXL,NOC,Tech,0.370,0.459,0.107,0.011,-20.1,68.0,-8.0
2015,MYE,CIC,Cons,0.427,0.598,0.069,0.157,-4.1,-40.1,-3.4
2015,MYRG,CIC,Indu,0.285,0.464,0.274,0.133,8.5,-12.3,0.6
2015,NBHC,NOC,Fina,0.146,0.448,0.167,0.203,-12.4,6.4,-1.4
2015,NBR,CIC,Ener,0.329,0.544,0.683,0.868,-32.8,-52.4,-5.5
2015,NEOG,NOC,Heal,0.263,0.068,0.591,0.555,1.2,9.7,3.1
2015,NICE,NOC,Tech,0.541,0.066,0.596,0.801,37.8,3.0,-7.5
2015,NMM,CIC,Indu,0.719,0.512,0.817,0.356,-29.6,-83.3,0.0
2015,NNI,NOC,Fina,0.418,0.772,0.703,0.644,30.6,-24.6,-4.7
2015,NOG,CIC,Ener,0.943,0.653,0.991,0.093,-46.8,-59.2,-1.2
2015,NOVT,NOC,Tech,0.651,0.523,0.052,0.066,-0.2,5.0,-2.7
2015,NPK,CIC,Indu,0.224,0.354,0.450,0.052,-27.3,38.3,0.0
2015,NPO,CIC,Indu,0.327,0.326,0.363,0.525,-11.0,-33.1,-3.4
2015,NRP,CIC,Ener,0.945,0.763,0.895,0.319,-46.2,-86.4,-0.2
2015,NTCT,NOC,Tech,0.030,0.363,0.655,0.466,-4.3,-19.8,-2.8
2015,NVAX,NOC,Heal,0.925,0.957,0.005,0.649,58.9,-49.4,-2.7
2015,NVGS,CIC,Indu,0.797,0.765,0.824,0.324,-25.6,-18.9,-2.7
2015,NVMI,NOC,Tech,0.324,0.632,0.123,0.000,-5.7,-13.1,-6.0
2015,NX,CIC,Basi,0.706,0.808,0.034,0.198,1.1,-8.5,-2.8
2015,NXST,NOC,Comm,0.520,0.479,0.893,0.552,29.6,-25.7,-4.6
2015,OCSL,NOC,Fina,0.852,0.881,0.972,0.365,-24.5,-22.0,-5.0
2015,OFG,NOC,Fina,0.868,0.975,0.390,0.251,12.0,-58.3,2.2
2015,OIS,CIC,Ener,0.735,0.674,0.119,0.648,-26.3,-43.5,-3.9
2015,OLED,NOC,Tech,0.794,0.941,0.765,0.530,4.5,37.2,-8.5
2015,OLN,CIC,Basi,0.452,0.658,0.141,0.609,-3.9,-37.1,0.4
2015,OMAB,CIC,Indu,0.913,0.276,0.660,0.573,50.1,-1.5,-4.9
2015,OMCL,NOC,Heal,0.190,0.345,0.557,0.377,29.7,-14.1,-1.1
2015,ON,NOC,Tech,0.461,0.498,0.523,0.964,23.4,-21.6,-4.5
2015,ONTO,NOC,Tech,0.221,0.589,0.454,0.110,-4.0,-7.0,2.2
2015,OPCH,NOC,Heal,0.660,0.425,0.222,0.036,-38.4,-57.7,-1.4
2015,OPI,NOC,Real,0.002,0.137,0.731,0.502,-7.8,-38.6,-3.5
2015,OSIS,NOC,Tech,0.429,0.411,0.463,0.470,26.9,12.0,-1.1
2015,OSK,CIC,Indu,0.219,0.256,0.135,0.865,-19.7,-24.3,-0.7
2015,OSPN,NOC,Tech,0.687,0.715,0.868,0.359,232.6,-51.2,-4.5
2015,OUT,NOC,Real,0.642,0.178,0.585,0.852,-0.7,-31.9,-4.2
2015,OXM,CIC,Cons,0.609,0.100,0.459,0.297,-19.5,25.5,3.5
2015,OZK,NOC,Fina,0.306,0.562,0.927,0.721,15.1,39.2,3.1
2015,PAGP,CIC,Ener,0.278,0.384,0.149,0.982,-1.5,-72.3,-1.4
2015,PAHC,NOC,Heal,0.824,0.891,0.934,0.361,64.9,21.5,-9.8
2015,PATK,CIC,Cons,0.068,0.361,0.676,0.053,29.5,-5.1,-4.8
2015,PAYC,NOC,Tech,0.151,0.093,0.851,0.495,121.8,-23.5,-6.2
2015,PB,NOC,Fina,0.269,0.518,0.900,0.817,-25.7,-25.2,-0.8
2015,PBH,NOC,Heal,0.135,0.596,0.865,0.621,49.8,13.2,-2.3
2015,PCRX,NOC,Heal,0.954,0.970,0.932,0.984,47.3,-48.2,-3.1
2015,PCTY,NOC,Tech,0.781,0.007,0.528,0.393,59.6,31.7,-2.7
2015,PDM,NOC,Real,0.315,0.023,0.491,0.770,17.4,-5.6,-2.0
2015,PDS,CIC,Ener,0.826,0.806,0.046,0.537,-41.7,-53.9,-4.5
2015,PEB,NOC,Real,0.747,0.274,0.671,0.858,58.6,-46.5,-2.8
2015,PENN,CIC,Cons,0.037,0.477,0.032,0.386,30.0,-13.6,-0.2
2015,PFIS,NOC,Fina,0.251,0.842,0.423,0.005,6.2,-8.3,-1.8
2015,PFS,NOC,Fina,0.077,0.393,0.835,0.351,0.2,7.3,1.0
2015,PFSI,NOC,Fina,0.972,0.966,0.929,0.443,8.2,-35.9,-0.5
2015,PKE,CIC,Indu,0.637,0.329,0.158,0.089,-15.2,-38.6,2.8
2015,PLUS,NOC,Tech,0.153,0.886,0.480,0.105,34.9,27.4,-2.6
2015,PLXS,NOC,Tech,0.000,0.500,0.600,0.438,-7.2,-26.4,-0.8
2015,PNFP,NOC,Fina,0.564,0.032,0.856,0.407,11.9,30.2,-1.0
2015,PODD,NOC,Heal,0.621,0.189,0.215,0.562,-27.3,-11.1,-5.5
2015,POOL,CIC,Indu,0.023,0.048,0.319,0.778,27.1,14.9,-3.9
2015,POST,NOC,Cons,0.909,0.995,1.000,0.488,-12.5,20.0,-2.5
2015,POWI,NOC,Tech,0.260,0.367,0.306,0.511,-4.9,-18.6,-1.0
2015,POWL,CIC,Indu,0.674,0.578,0.100,0.096,-29.8,-40.0,0.8
2015,PPLI,NOC,Comm,0.696,0.427,0.681,0.352,-10.9,-34.2,-3.2
2015,PRDO,NOC,Cons,0.593,0.278,0.044,0.032,-34.3,-50.9,-2.6
2015,PRIM,CIC,Indu,0.331,0.621,0.142,0.269,-44.9,16.9,-7.2
2015,PRKS,CIC,Cons,0.975,0.151,0.169,0.523,-36.2,11.3,3.8
2015,PRMB,NOC,Cons,0.233,0.714,0.760,0.100,34.4,80.9,6.2
2015,PSEC,NOC,Fina,0.820,0.890,0.890,0.760,-22.6,-31.7,-4.4
2015,PSIX,CIC,Indu,0.174,0.698,0.904,0.155,-22.2,-79.3,-1.5
2015,PTEN,CIC,Ener,0.779,0.610,0.797,0.701,-37.1,-25.6,-1.5
2015,QDEL,NOC,Heal,0.861,0.792,0.785,0.256,-19.5,-34.9,-3.0
2015,QUAD,CIC,Indu,0.267,0.406,0.329,0.343,-10.7,-53.1,-3.2
2015,RBA,CIC,Indu,0.286,0.292,0.694,0.737,16.2,-11.7,-5.5
2015,RBC,CIC,Indu,0.347,0.242,0.541,0.527,0.3,-24.2,-0.6
2015,RDNT,NOC,Heal,0.384,0.123,0.342,0.048,284.3,-29.7,-0.1
2015,RES,CIC,Ener,0.367,0.660,0.811,0.703,-32.4,-9.6,2.0
