ticker,yr,fecha,f4,sector,ret,ps,mcap,mom,r40,sdmb,sdcr,mb,cr
MRCY,2018,2018-01-23,2019-01-29,Industrials,3.22,5.2100,2328.4,55.98,0.2954,0.01289,0.19723,0.4593,0.2030
MSBI,2018,2018-01-25,2019-01-24,Financial Services,-31.39,3.4400,709.1,-2.36,0.1174,0.04308,0.15018,0.7628,-0.0187
MSGN,2018,2018-02-01,2019-02-05,desconocido,-12.00,2.8200,1931.2,16.44,0.4488,0.01361,0.28726,0.5646,0.0317
MSGS,2018,2018-02-02,2019-02-01,Communication Services,26.45,1.7700,2607.1,25.84,0.3417,0.08555,0.21297,0.3620,0.2048
MTH,2018,2018-02-01,2019-01-30,Consumer Cyclical,-18.45,0.6300,2050.5,44.42,0.1680,0.00767,0.09615,0.1942,0.0747
MTL,2018,2018-04-05,2019-03-21,desconocido,-48.86,0.2200,1121.2,-17.29,0.1340,0.03010,0.61262,0.4448,-0.0448
MTLS,2018,2018-03-06,2019-03-06,desconocido,27.40,3.7400,609.7,40.99,0.6224,0.02102,0.16414,0.5376,0.5896
MTRN,2018,2018-02-15,2019-02-14,Basic Materials,7.21,0.9100,1036.9,44.77,0.3635,0.00753,0.16299,0.1926,0.3172
MTRX,2018,2018-02-07,2019-02-06,desconocido,32.12,0.4100,449.3,-21.18,-0.0768,0.00840,0.10131,0.0944,-0.0951
MTX,2018,2018-02-01,2019-01-31,Basic Materials,-22.27,1.6100,2697.7,-6.22,0.2175,0.00781,0.07092,0.2650,0.0768
MTZ,2018,2018-02-27,2019-02-28,Industrials,-16.07,0.6400,4228.5,38.87,0.2309,0.02448,0.17263,0.1130,0.1945
MUSA,2018,2018-01-31,2019-01-30,Consumer Cyclical,-5.56,0.2300,2950.1,34.98,0.1251,0.00981,0.12810,0.0797,0.1059
MUX,2018,2018-02-21,2019-02-21,Basic Materials,-7.44,10.7000,724.6,-38.40,0.8035,0.14504,0.48585,0.1127,1.1816
MWA,2018,2018-02-01,2019-02-04,Industrials,-15.08,2.2300,1866.7,-13.75,0.1825,0.06596,0.17544,0.3107,0.0664
MXL,2018,2018-02-13,2019-02-05,Technology,-22.65,4.0800,1714.9,-4.92,0.2623,0.10857,0.66708,0.3798,0.3051
MYE,2018,2018-03-06,2019-02-28,Consumer Cyclical,-7.38,1.1200,636.4,52.59,0.1058,0.01797,0.07282,0.2731,0.0772
MYGN,2018,2018-02-06,2019-02-05,desconocido,-22.17,3.2900,2571.5,132.53,0.0208,0.01082,0.04228,0.7637,-0.0127
MYRG,2018,2018-03-07,2019-03-06,Industrials,-10.23,0.4100,575.4,-6.96,0.1245,0.01708,0.14854,0.0988,0.0868
NAVI,2018,2018-01-23,2019-01-22,Financial Services,-19.27,1.6000,3536.0,-17.09,0.1069,0.04822,0.10235,0.3464,-0.0250
NBHC,2018,2018-01-25,2019-01-24,Financial Services,-4.93,4.8400,921.3,7.07,0.2066,0.05561,0.08231,0.8396,0.0414
NBR,2018,2018-02-27,2019-02-26,Energy,-53.90,0.7400,1897.6,-56.87,0.5437,0.03782,0.32702,0.3341,0.3142
NCMI,2018,2018-03-12,2019-02-21,desconocido,3.08,1.2100,515.6,-45.21,0.4863,0.12866,0.06435,0.7584,-0.0126
NCSM,2018,2018-03-08,2019-03-07,desconocido,-67.22,3.4000,685.6,-23.77,0.3243,0.08961,0.84102,0.3681,0.4160
NEOG,2018,2018-01-03,2018-12-20,Healthcare,-6.43,7.9900,3070.6,19.50,0.3011,0.00941,0.01796,0.4791,0.1224
NEWT,2018,2018-03-05,2019-03-06,desconocido,15.31,7.2000,316.3,5.04,-0.2906,0.05886,0.50230,0.5310,0.1450
NGS,2018,2018-03-08,2019-03-14,desconocido,-30.43,5.0500,341.8,-4.34,0.0105,0.04658,0.12938,0.1514,-0.0026
NIC,2018,2018-03-07,2019-03-08,Financial Services,3.96,3.8700,556.9,12.60,0.6245,0.01962,0.32923,0.9017,0.2911
NLS,2018,2018-03-05,2019-02-25,desconocido,-36.51,0.9500,385.9,-29.01,0.0661,0.02967,0.13232,0.4887,0.0160
NMFC,2018,2018-02-28,2019-02-27,Financial Services,11.38,6.7900,1073.3,-13.95,1.6598,0.12396,1.05116,0.5361,1.1448
NMM,2018,2018-02-05,2019-01-31,Industrials,-52.41,1.4900,315.4,1.96,0.4910,0.08186,0.16397,0.3853,0.1934
NNI,2018,2018-02-27,2019-02-27,Financial Services,2.84,3.0700,2123.5,1.67,-0.2025,0.05488,0.23342,0.5645,-0.3385
NOAH,2018,2018-03-06,2019-03-12,Financial Services,22.03,1.2800,537.7,70.40,0.3668,0.02292,0.08438,0.4743,0.1790
NOMD,2018,2018-03-22,2019-02-28,Consumer Defensive,26.49,1.2500,2784.8,36.98,0.2658,0.01212,0.20804,0.3148,0.1716
NOVT,2018,2018-02-28,2019-02-27,Technology,51.14,3.7300,1944.4,127.03,0.6158,0.01452,0.20505,0.4236,0.4858
NPK,2018,2018-03-16,2019-03-15,Industrials,11.24,2.0400,680.6,1.72,0.7616,0.07063,0.29038,0.2652,0.5550
NPO,2018,2018-02-13,2019-02-13,Industrials,-19.15,1.3900,1820.3,19.93,0.3407,0.00917,0.12083,0.3396,0.2635
NR,2018,2018-02-08,2019-02-07,desconocido,3.13,0.9600,717.9,-1.84,0.5391,0.05762,0.50823,0.1913,0.4910
NRP,2018,2018-03-01,2019-03-07,Energy,36.88,1.1400,380.4,-21.49,0.7114,0.03939,0.17963,0.9002,0.1435
NS,2018,2018-02-08,2019-01-31,desconocido,0.75,1.3000,2358.2,-54.26,0.1193,0.03162,0.14923,0.4854,-0.0450
NSA,2018,2018-02-26,2019-02-25,desconocido,12.08,4.2500,1139.6,3.79,0.5388,0.00864,0.33389,0.6826,0.2401
NTCT,2018,2018-01-30,2019-01-30,Technology,-10.99,2.3200,2483.5,-15.02,0.0322,0.03397,0.73236,0.7601,-0.1100
NTRA,2018,2018-03-13,2019-03-12,Healthcare,74.45,2.4500,516.8,-3.24,-0.7448,0.07683,0.16803,0.3169,0.0906
NUVA,2018,2018-02-26,2019-02-20,desconocido,14.91,2.4300,2501.7,-33.60,0.1307,0.01082,0.08440,0.7225,0.0020
NVEE,2018,2018-03-08,2019-03-07,desconocido,63.41,1.5400,512.9,31.91,0.5787,0.01789,0.11271,0.4834,0.4912
NVGS,2018,2018-03-05,2019-04-01,Industrials,-0.97,2.1200,633.0,2.73,0.1564,0.07263,0.06497,0.2097,0.0163
NVMI,2018,2018-02-13,2019-02-13,Technology,-4.42,3.2800,728.1,60.72,0.3576,0.12750,0.24069,0.5586,0.1427
NVRO,2018,2018-02-22,2019-02-21,desconocido,-40.51,7.2300,2361.9,-15.49,0.3668,0.02754,1.01107,0.7096,0.3889
NX,2018,2018-03-05,2019-03-05,Basic Materials,-2.41,0.7100,612.2,-5.68,-0.0201,0.01848,0.26596,0.1938,-0.0176
NXRT,2018,2018-02-13,2019-02-19,Real Estate,55.75,3.5400,510.6,7.94,0.1505,0.01266,0.09527,0.5735,0.0709
NXST,2018,2018-02-27,2019-02-26,Communication Services,28.95,1.4400,3502.0,6.67,1.3249,0.03484,0.53352,0.5778,1.1094
NYMT,2018,2018-02-20,2019-02-21,desconocido,12.82,5.9800,728.4,-15.42,1.6874,0.08482,0.40330,0.8931,0.8251
NYMTN,2018,2018-02-27,2019-02-25,desconocido,-2.53,6.3900,778.3,-4.67,1.6874,0.08636,0.40330,0.8931,0.8251
OCFC,2018,2018-01-25,2019-03-16,Financial Services,-5.85,4.6200,890.4,-7.51,0.4371,0.00957,0.26938,0.8732,0.0623
OCN,2018,2018-02-28,2019-02-27,desconocido,-39.56,0.3900,476.2,-32.59,0.2568,0.07515,0.10859,0.3832,-0.1397
ODP,2018,2018-02-28,2019-02-27,desconocido,36.12,0.1300,1331.2,-45.55,-0.0300,0.00881,0.09223,0.2352,-0.0528
OFC,2018,2018-02-08,2019-02-07,desconocido,-1.32,4.1800,2561.6,-20.26,0.3100,0.02540,0.10226,0.2865,0.1590
OFG,2018,2018-03-13,2019-03-08,Financial Services,65.96,1.5900,600.1,-2.08,0.1500,0.08807,0.11732,0.6298,-0.0509
OFIX,2018,2018-02-26,2019-02-25,desconocido,23.54,2.3700,1028.2,43.75,0.2298,0.00906,0.03750,0.7984,0.0770
OIBRQ,2018,2018-05-29,2019-05-13,desconocido,-35.62,0.0700,497.8,-29.44,-0.0762,0.08163,0.11339,0.6581,-0.1296
OII,2018,2018-02-22,2019-02-13,Energy,-18.63,0.9800,1883.1,-28.17,-0.0276,0.03198,0.09745,0.0853,-0.0087
OIS,2018,2018-02-14,2019-02-13,Energy,-38.85,2.1400,1435.1,-29.36,0.0181,0.01554,0.19229,0.0968,0.0811
OKTA,2018,2018-03-07,2019-03-07,Technology,107.49,15.2000,3951.8,66.48,0.5128,0.03292,0.23711,0.7108,0.8388
OMAB,2018,2018-02-22,2019-02-11,Industrials,7.96,5.7600,2039.2,-14.99,0.6716,0.09748,0.14828,0.7441,0.2319
OMCL,2018,2018-02-01,2019-02-07,Healthcare,33.23,2.7000,1933.6,28.35,0.2302,0.01927,0.23396,0.4803,0.1510
OMF,2018,2018-02-14,2019-02-11,Financial Services,-7.37,1.2300,4403.4,32.36,0.9497,0.02949,0.84537,0.5676,0.7638
OMP,2018,2018-02-27,2019-02-26,desconocido,21.60,2.4800,451.9,-1.61,1.3196,0.02241,0.21311,0.6697,0.7331
ONB,2018,2018-01-23,2019-01-22,Financial Services,-12.51,4.2300,2667.2,2.25,0.1670,0.01398,0.09080,0.9012,0.0441
ONTO,2018,2018-02-06,2019-02-05,Technology,30.21,2.9200,744.9,-6.95,0.3006,0.00894,0.02920,0.5347,0.1110
OPCH,2018,2018-03-08,2019-03-15,Healthcare,6.92,0.4100,335.0,41.30,-0.1924,0.03479,0.06433,0.3734,-0.2396
OPI,2018,2018-02-26,2019-02-28,Real Estate,-48.57,4.6400,1468.7,-26.73,0.6479,0.00360,0.20103,0.8791,0.6231
OPITS,2018,2018-02-26,2019-02-28,desconocido,-48.57,4.6400,1468.7,-26.73,0.6479,0.00360,0.20103,0.8791,0.6231
OPK,2018,2018-03-01,2019-02-27,Healthcare,-12.58,1.6800,1793.4,-62.01,-1.0899,0.06574,0.49734,0.5073,-0.2969
OPY,2018,2018-02-01,2019-02-01,Financial Services,-5.10,0.4200,386.5,65.69,0.4056,0.02311,0.10480,0.3219,0.2102
ORBC,2018,2018-03-01,2019-02-27,desconocido,-5.63,2.8000,711.8,11.90,0.5781,0.06197,0.23028,0.3588,0.6223
OSBC,2018,2018-01-24,2019-03-07,Financial Services,-4.91,3.7300,434.7,30.77,0.4254,0.01536,0.10397,0.8682,0.0775
OSIS,2018,2018-02-01,2019-01-24,Technology,13.87,1.2200,1259.3,-9.55,0.2096,0.01901,0.12831,0.3662,0.1442
OSPN,2018,2018-02-21,2019-02-19,Technology,21.52,2.8400,548.9,-11.82,0.1668,0.02631,0.17143,0.6588,0.1452
OSTK,2018,2018-03-15,2019-03-18,desconocido,-60.00,0.6900,1203.9,190.36,-0.1826,0.00729,0.08289,0.1880,-0.1328
OUT,2018,2018-02-27,2019-02-26,Real Estate,1.35,1.9700,2995.4,-19.86,0.1852,0.02058,0.02507,0.4583,0.0098
OXM,2018,2018-03-28,2019-03-28,Consumer Cyclical,3.68,1.1700,1270.9,41.23,0.1862,0.02509,0.05838,0.5528,0.1231
P,2018,2018-03-01,2019-02-28,Industrials,-5.97,4.6400,4747.5,92.23,0.4378,0.00520,0.23166,0.6514,0.4845
PAAS,2018,2018-02-20,2019-02-20,Basic Materials,-6.67,2.9600,2417.8,-18.77,0.5863,0.07958,0.20553,0.1915,0.1859
PACB,2018,2018-02-01,2019-02-11,desconocido,154.26,3.5100,328.1,-42.09,-0.8539,0.06746,0.34209,0.3807,-0.0306
PAGP,2018,2018-02-06,2019-02-05,Energy,11.57,0.1200,3146.8,-38.19,0.3119,0.03131,0.30524,0.0834,0.2777
PAHC,2018,2018-02-05,2019-02-06,Healthcare,4.50,1.6600,1301.4,15.00,0.1908,0.00508,0.02865,0.3250,0.0745
PATK,2018,2018-02-15,2019-02-14,Consumer Cyclical,-33.72,0.7000,1145.0,26.03,0.5398,0.00563,0.07937,0.1697,0.4681
PBFX,2018,2018-02-15,2019-02-14,desconocido,8.74,3.4100,868.9,2.49,0.6304,0.01820,0.22347,0.8924,0.0781
PBH,2018,2018-02-01,2019-02-07,Healthcare,-28.02,1.9600,2010.7,-33.35,0.5570,0.01448,0.07543,0.5457,0.2484
PCH,2018,2018-01-29,2019-02-27,desconocido,-33.25,3.3500,2273.3,33.50,0.3371,0.06780,0.07607,0.3092,0.1257
PCRX,2018,2018-02-28,2019-02-28,Healthcare,31.57,4.5400,1301.3,-36.83,0.1918,0.11633,0.06036,0.7307,0.0847
PCTY,2018,2018-02-08,2019-02-06,Technology,75.59,7.5400,2517.1,53.51,0.2543,0.03189,0.11381,0.5716,0.2527
PDCE,2018,2018-02-26,2019-02-27,desconocido,-32.10,3.9600,3615.8,-19.07,0.5503,0.11465,0.45351,0.4161,0.6170
PDM,2018,2018-02-07,2019-02-05,Real Estate,7.60,4.6000,2641.2,-15.32,-0.1476,0.01007,0.06984,0.6029,-0.0310
PEB,2018,2018-02-22,2019-02-25,Real Estate,-4.74,3.1500,2423.3,22.86,0.0092,0.03422,0.09583,0.2933,-0.0971
PEN,2018,2018-02-27,2019-02-26,Healthcare,40.70,11.2000,3738.2,35.81,0.3540,0.01894,0.13910,0.6635,0.3139
PENN,2018,2018-02-08,2019-02-07,Consumer Cyclical,-5.02,0.7800,2455.4,89.18,0.1082,0.00703,0.04261,0.4127,0.0352
PETQ,2018,2018-03-13,2019-03-11,desconocido,16.44,1.1300,301.4,-2.19,0.1570,0.02695,0.26113,0.2027,0.1561
PFGC,2018,2018-02-07,2019-02-06,Consumer Defensive,21.80,0.1900,3294.6,38.22,0.0754,0.00302,0.03050,0.1317,0.0640
PFIS,2018,2018-03-14,2019-03-15,Financial Services,-0.13,3.9600,345.9,14.23,0.3804,0.00616,0.02771,0.8396,0.0888
PFLT,2018,2018-02-08,2019-02-06,desconocido,-0.15,10.6700,482.6,-6.84,0.5672,0.05513,1.01203,0.8434,0.4405
PFPT,2018,2018-02-06,2019-01-31,desconocido,-0.69,9.0400,4658.2,24.14,0.2502,0.01459,0.03881,0.7215,0.3613
PFS,2018,2018-01-26,2019-02-01,Financial Services,-0.53,4.9500,1710.7,-1.08,0.5583,0.00580,0.06067,0.8597,0.1948
PFSI,2018,2018-02-08,2019-02-07,Financial Services,-0.56,1.5300,1683.1,25.29,0.4271,0.22053,0.25003,0.8395,0.0403
PGEN,2018,2018-03-01,2019-02-28,Healthcare,-38.22,6.7400,1558.4,-40.83,0.3305,0.04506,0.24203,0.8006,0.6744
PGRE,2018,2018-02-15,2019-02-13,desconocido,2.68,4.8500,3487.0,-15.08,0.2249,0.01166,0.03244,0.6203,0.0807
PGTI,2018,2018-02-20,2019-02-27,desconocido,-13.64,1.7900,914.8,63.72,0.3478,0.01569,0.09769,0.3202,0.2246
PJT,2018,2018-02-07,2019-02-07,Financial Services,-10.32,1.8100,903.7,43.35,0.2551,0.04542,0.32050,0.2640,0.0983
PKE,2018,2018-01-04,2019-01-03,Industrials,0.69,3.7100,411.8,14.95,0.0184,0.02428,0.10916,0.2322,-0.0122
PLAY,2018,2018-04-03,2019-04-02,desconocido,24.06,1.4900,1698.3,-34.57,0.2678,0.00697,0.03026,0.8208,0.1285
PLNT,2018,2018-02-22,2019-02-26,Consumer Cyclical,73.50,6.5900,2833.3,50.07,0.4667,0.03790,0.05895,0.5062,0.1513
PLUS,2018,2018-02-07,2019-02-06,Technology,5.45,0.7500,1060.0,37.13,0.0966,0.00812,0.06600,0.2239,0.0487
PLXS,2018,2018-01-17,2019-01-16,Technology,-14.79,0.8400,2159.1,20.50,0.1132,0.00596,0.04568,0.0938,0.0666
PLYA,2018,2018-03-01,2019-02-28,desconocido,-24.10,1.9800,1107.9,-4.38,0.1452,0.07642,0.15300,0.3842,0.1089
PMT,2018,2018-02-08,2019-02-07,desconocido,26.30,7.3800,1168.6,-6.26,2.0410,0.06753,0.95191,0.6680,1.4627
PNM,2018,2018-02-27,2019-02-27,desconocido,23.46,1.9600,2832.2,-2.20,0.0582,0.03518,0.08071,0.5912,-0.0108
PNNT,2018,2018-02-07,2019-02-07,desconocido,8.27,3.8900,472.0,-18.20,0.5874,0.14673,0.02968,0.6723,-0.1004
PODD,2018,2018-02-21,2019-02-25,Healthcare,15.67,9.7600,4526.4,68.38,0.2543,0.02022,0.10314,0.6091,0.2602
POST,2018,2018-02-01,2019-01-31,Consumer Defensive,19.51,0.7400,4002.7,-7.49,0.2580,0.02330,0.09093,0.2827,0.1467
POWI,2018,2018-02-01,2019-02-07,Technology,-10.64,5.2200,2253.8,4.64,0.2043,0.00709,0.06318,0.4991,0.0706
POWL,2018,2018-02-06,2019-02-05,Industrials,-4.49,0.9200,345.7,-21.60,-0.2646,0.04141,0.07823,0.1170,-0.1827
PPBI,2018,2018-01-30,2019-01-29,desconocido,-25.27,6.5100,1835.7,5.38,1.3176,0.01978,0.24066,0.8956,0.9351
PPLI,2018,2018-03-01,2019-03-01,Communication Services,44.23,0.7100,2348.1,101.44,0.2711,0.02647,0.08920,0.7899,0.1718
PRDO,2018,2018-02-21,2019-02-20,Consumer Defensive,17.04,1.3800,823.1,27.65,-0.0033,0.06380,0.12348,0.7975,-0.0782
PRET,2018,2018-02-14,2019-02-13,desconocido,-27.42,1.8800,690.9,-42.63,0.1534,0.02514,0.04380,0.6512,-0.0486
PRFT,2018,2018-03-01,2019-02-26,desconocido,41.21,1.3800,669.7,12.33,0.1531,0.01482,0.10282,0.3255,0.1161
PRIM,2018,2018-02-26,2019-02-28,Industrials,-1.93,0.5200,1237.6,-4.14,0.0047,0.01472,0.17542,0.1183,-0.0380
PRKS,2018,2018-03-31,2019-03-31,Consumer Cyclical,74.23,0.9300,1203.5,-23.54,0.1541,0.15770,0.09307,0.3473,0.1653
PRMB,2018,2018-03-31,2019-03-31,Consumer Defensive,27.78,0.6000,1636.3,-13.33,-0.3490,0.08471,0.31028,0.4891,-0.3744
PSEC,2018,2018-02-07,2019-02-06,Financial Services,10.45,5.6000,2241.7,-29.00,0.8487,0.19153,0.38880,0.7594,0.1045
PSTG,2018,2018-03-01,2019-02-28,desconocido,-5.97,4.6400,4747.5,92.23,0.4378,0.00520,0.23166,0.6514,0.4845
PVAC,2018,2018-03-01,2019-02-27,desconocido,46.01,3.5200,564.9,-21.36,0.7539,0.09118,0.37051,0.4545,0.3905
PWFL,2018,2018-03-01,2019-03-06,desconocido,-8.37,9.0200,369.4,21.70,0.1052,0.01852,0.21888,0.5023,0.2104
PZN,2018,2018-02-06,2019-02-05,desconocido,-22.43,5.6900,804.0,14.40,0.8763,0.03982,0.20777,0.6345,0.3383
QCRH,2018,2018-02-01,2019-03-15,Financial Services,-21.90,4.2300,626.4,3.88,0.3129,0.01991,0.15427,0.8210,0.1434
QDEL,2018,2018-02-21,2019-02-13,Healthcare,31.72,5.7400,1594.2,136.42,1.2094,0.05781,0.43213,0.5146,1.1756
QIWI,2018,2018-03-28,2019-03-28,desconocido,-23.02,3.1600,1137.2,11.14,0.5105,0.01670,0.18936,0.5192,0.3563
QNST,2018,2018-01-31,2019-02-07,Communication Services,98.61,1.3800,463.2,189.75,0.3527,0.02918,0.11889,0.1401,0.3335
QTS,2018,2018-02-20,2019-02-25,desconocido,0.30,5.6900,2540.6,-13.83,0.2707,0.00928,0.17589,0.6304,0.1277
QUAD,2018,2018-02-21,2019-02-19,Industrials,-47.83,0.3500,1446.0,3.57,0.0276,0.02915,0.02462,0.1535,-0.0285
RAD,2018,2018-01-03,2018-12-19,desconocido,-61.56,0.0800,2348.4,-75.00,-0.3345,0.00824,0.17646,0.2217,-0.3383
RBA,2018,2018-02-26,2019-02-28,Industrials,12.34,5.2700,3612.3,-3.78,0.4706,0.16791,0.15574,0.8600,0.2181
RBBN,2018,2018-03-01,2019-02-20,desconocido,1.68,1.5700,518.0,-5.09,0.9199,0.05785,0.42304,0.5253,1.1638
RBC,2018,2018-02-06,2019-02-05,Industrials,11.40,2.7500,1802.0,-0.94,0.3372,0.01172,0.14003,0.3882,0.1378
RC,2018,2018-03-14,2019-03-12,desconocido,4.48,2.9800,476.2,9.93,-0.5226,0.15928,0.56403,0.4730,-0.1348
RCII,2018,2018-02-20,2019-02-25,desconocido,101.34,0.1800,486.5,5.68,-0.1519,0.01334,0.03096,0.6431,-0.0660
RCM,2018,2018-03-09,2019-02-22,desconocido,52.52,1.4900,670.2,142.59,0.2953,0.33507,0.56906,0.0934,0.3216
RDFN,2018,2018-02-22,2019-02-14,desconocido,-15.02,4.7500,1757.7,-0.60,0.4091,0.10649,0.04936,0.3046,0.4338
RDI,2018,2018-04-30,2019-03-18,desconocido,2.61,1.2700,355.3,-0.65,0.1386,0.01316,0.09942,0.2439,0.0642
RDIB,2018,2018-03-16,2019-03-18,desconocido,-7.09,2.2800,637.8,63.19,0.1148,0.01284,0.09942,0.2183,0.0642
RDNT,2018,2018-03-08,2019-03-14,Healthcare,44.18,0.5700,525.6,101.83,0.1249,0.02185,0.05388,0.1501,0.0472
RDUS,2018,2018-03-01,2019-02-28,desconocido,-29.97,2.4700,1546.2,-40.61,-9.6998,0.35908,0.66897,0.8990,-0.9898
REI,2018,2018-03-15,2019-02-26,desconocido,-55.86,11.7700,785.1,30.37,1.6520,0.05763,0.63085,0.4135,1.3710
RES,2018,2018-01-24,2019-01-23,Energy,-52.15,3.0300,4833.5,-0.36,1.0746,0.10219,0.96815,0.3313,0.9335
REV,2018,2018-03-15,2019-03-18,desconocido,-10.00,0.4200,1131.4,-34.15,0.0091,0.03717,0.20260,0.5834,-0.0176
REVRQ,2018,2018-03-15,2019-03-18,desconocido,-10.00,0.4200,1131.4,-34.15,0.0091,0.03717,0.20260,0.5834,-0.0176
REX,2018,2018-03-22,2019-03-21,Basic Materials,4.64,1.1700,529.5,-3.12,-0.1038,0.04947,0.08573,0.0550,-0.0991
RFP,2018,2018-02-01,2019-01-31,desconocido,-4.29,0.2200,772.9,83.15,0.0703,0.02739,0.02030,0.2895,0.0101
RGEN,2018,2018-02-22,2019-02-21,Healthcare,65.95,10.9900,1552.2,8.23,0.7039,0.03717,0.17215,0.5401,0.6255
RGP,2018,2018-01-03,2019-01-03,desconocido,-10.82,0.7900,466.4,-22.39,0.1302,0.01067,0.03223,0.3791,0.0622
RGR,2018,2018-02-21,2019-02-20,Industrials,25.92,1.6200,846.1,-5.96,-0.1522,0.02953,0.25799,0.2799,-0.2695
RHP,2018,2018-02-23,2019-02-26,Real Estate,16.95,3.1200,3696.3,11.29,0.1851,0.02112,0.03826,0.3173,0.0794
RIG,2018,2018-02-20,2019-02-18,Energy,-3.96,1.3400,3983.8,-36.48,-0.3335,0.04450,0.13677,0.7075,-0.3542
RILY,2018,2018-03-07,2019-03-05,desconocido,-6.97,1.5300,492.9,32.86,0.3115,0.07510,1.08283,0.8648,0.1824
RILYG,2018,2018-03-07,2019-03-05,desconocido,-1.20,2.0300,654.0,-0.04,0.3115,0.07510,1.08283,0.8648,0.1824
RLJ,2018,2018-02-27,2019-02-28,Real Estate,-7.98,2.5900,3512.7,-13.58,0.8339,0.02612,0.25374,0.3119,0.7038
RMBS,2018,2018-01-29,2019-01-28,Technology,-37.89,3.9800,1564.5,1.57,0.1991,0.04339,0.12480,0.8065,0.0444
RMR,2018,2018-02-08,2019-02-07,Real Estate,17.36,2.3600,908.5,22.45,1.9101,0.13178,0.36885,0.8677,1.0755
RNST,2018,2018-02-28,2019-02-27,Financial Services,-7.95,4.2100,2067.3,1.14,0.5215,0.00998,0.17262,0.9017,0.1803
ROCC,2018,2018-03-01,2019-02-27,desconocido,46.01,3.5200,564.8,-21.36,0.7839,0.17476,0.55947,0.4547,0.3929
ROG,2018,2018-02-27,2019-02-20,Technology,-12.42,3.5500,2914.7,80.20,0.2971,0.01313,0.13283,0.3612,0.2081
ROIC,2018,2018-02-21,2019-02-19,desconocido,1.02,7.0000,1912.8,-17.28,0.5113,0.00747,0.04962,0.7473,0.1535
ROLL,2018,2018-02-06,2019-02-05,desconocido,9.09,4.5000,2948.8,30.53,0.3363,0.01023,0.14003,0.3875,0.1378
RPAI,2018,2018-02-13,2019-02-12,desconocido,14.59,4.7500,2556.2,-24.17,0.1158,0.01508,0.03310,0.6868,-0.1132
RPD,2018,2018-02-12,2019-02-07,Technology,72.57,5.0400,1012.7,84.32,0.0501,0.01822,0.08741,0.7021,0.2819
RPT,2018,2018-03-06,2019-03-05,desconocido,-0.30,4.0200,1065.6,0.53,0.2405,0.01092,0.05809,0.7168,-0.0030
RRX,2018,2018-02-05,2019-02-04,Industrials,7.49,0.9600,3225.9,-1.77,0.1714,0.01213,0.07450,0.2630,0.0826
RUN,2018,2018-03-06,2019-02-28,Technology,108.75,1.5300,810.4,41.79,-0.1372,0.04011,0.31672,0.1297,0.2144
RUSHA,2018,2018-02-14,2019-02-13,Consumer Cyclical,-20.39,0.2900,1367.0,50.17,0.2144,0.00454,0.16225,0.1762,0.1829
RUSHB,2018,2018-02-14,2019-02-13,desconocido,-13.57,0.2700,1272.7,49.13,0.2144,0.00454,0.16225,0.1762,0.1829
RUTH,2018,2018-02-21,2019-02-22,desconocido,5.38,1.7700,734.2,36.75,0.2812,0.03635,0.04531,0.3010,0.1531
RXN,2018,2018-01-31,2019-01-30,desconocido,-8.64,1.6400,3437.3,28.01,0.1635,0.01209,0.04864,0.3715,0.0274
RYAM,2018,2018-02-20,2019-02-13,Basic Materials,-27.12,1.2600,1211.3,22.41,0.5109,0.04314,0.21047,0.1089,0.5108
RYI,2018,2018-03-05,2019-03-05,desconocido,-15.35,0.1100,370.1,-0.49,0.2094,0.02281,0.15404,0.1684,0.1882
RYN,2018,2018-02-07,2019-02-06,Real Estate,-3.66,5.0800,4057.9,9.52,0.4212,0.08774,0.47573,0.3751,0.0871
SAFM,2018,2018-02-21,2019-02-26,desconocido,-10.16,0.8400,2877.7,34.51,0.1438,0.05083,0.10248,0.0905,0.1215
SAH,2018,2018-02-27,2019-02-20,Consumer Cyclical,-20.50,0.0900,888.0,-22.74,0.0724,0.00481,0.02356,0.1440,0.0434
SAM,2018,2018-02-21,2019-02-20,Consumer Defensive,38.84,2.6500,2286.9,15.82,0.0126,0.02512,0.06091,0.5236,-0.0595
SANM,2018,2018-01-29,2019-01-28,Technology,-3.37,0.2900,1999.1,-24.30,0.0223,0.00647,0.03616,0.0627,0.0144
SATS,2018,2018-02-22,2019-02-21,desconocido,-31.96,2.3800,4487.5,2.59,-0.2328,0.08900,0.19509,0.6044,-0.3165
SBCF,2018,2018-01-25,2019-01-24,Financial Services,7.94,5.1800,1218.2,11.22,0.9234,0.01432,0.10249,0.9079,0.5062
SBGI,2018,2018-02-28,2019-02-27,Communication Services,3.05,1.2700,3472.3,-12.32,0.4073,0.02524,0.13939,0.5808,-0.0798
SBLK,2018,2018-02-27,2019-02-11,Industrials,-36.03,2.4200,803.4,30.24,1.0487,0.14540,0.30512,0.5998,0.7031
SBSI,2018,2018-02-06,2019-02-01,Financial Services,-4.75,5.6900,1077.4,-0.20,0.4517,0.02572,0.12971,0.7753,0.1731
SCHN,2018,2018-01-09,2019-01-09,desconocido,-35.39,0.5700,1046.9,44.36,0.5009,0.02066,0.30254,0.1594,0.4462
SCS,2018,2018-03-20,2019-03-19,desconocido,23.97,0.5500,1680.5,-10.19,0.0479,0.00787,0.03406,0.3276,0.0047
SCU,2018,2018-02-16,2019-03-07,desconocido,-46.87,0.5700,489.3,-19.81,1.4722,0.17503,0.35807,0.4924,0.5581
